WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	word1	word2	word3	word4	word5
w105	d104	understand meaning	grasp meaning	met	lit	assumptions	terms	facts	logic	task
w1	d829	forget trouble	drown trouble	lit	lit	frequent	whether	you	want	shop
w51	d829	forget trouble	drown trouble	lit	lit	find	shops	restaurants	bars	celebrity
w3	d829	forget trouble	drown trouble	lit	lit	shop	restaurants	bars	spot	minutes
w179	d829	forget trouble	drown trouble	lit	lit	minutes	street	find	known	shop
w192	d829	forget trouble	drown trouble	lit	lit	relax	spot	know	find	shop
w16	d829	forget trouble	drown trouble	lit	lit	edinburgh	street	restaurants	celebrity	shop
w140	d829	forget trouble	drown trouble	lit	lit	minutes	restaurants	bars	celebrity	spot
w305	d829	forget trouble	drown trouble	lit	met	house	restaurants	celebrity	lounge	famous
w357	d829	forget trouble	drown trouble	lit	lit	shop	find	spot	know	minutes
w412	d829	forget trouble	drown trouble	lit	lit	edinburgh	shops	william	bar	famous
w12	d975	pose question	frame question	lit	lit	international	weapons	convention	2001	quintessential
w1	d975	pose question	frame question	lit	lit	further	laws	export	murdering	year
w149	d975	pose question	frame question	lit	lit	pact	quintessential	applied	applying	projection
w125	d975	pose question	frame question	lit	lit	international	un	convention	united	nations
w176	d975	pose question	frame question	lit	lit	refused	against	pact	convention	stopped
w342	d975	pose question	frame question	lit	lit	laws	murdering	pact	weapons	terrorist
w284	d975	pose question	frame question	lit	lit	it	further	refused	to	sign
w182	d975	pose question	frame question	lit	lit	sign	laws	un	convention	book
w192	d975	pose question	frame question	lit	lit	applying	before	export	murdering	ways
w141	d975	pose question	frame question	lit	met	rogue	state	murdering	covenant	torture
w1	d508	instill doubt	sow doubt	met	lit	the	president	argued	lines	available
w155	d508	instill doubt	sow doubt	met	lit	argued	provided	using	including	example
w171	d508	instill doubt	sow doubt	met	lit	stem-cell	august	mooney	scientists	president
w181	d508	instill doubt	sow doubt	met	lit	argued	funding	conduct	congratulate	statements
w3	d508	instill doubt	sow doubt	met	lit	president	argued	scientists	american	society
w195	d508	instill doubt	sow doubt	met	lit	president	including	develop	stem	funding
w398	d508	instill doubt	sow doubt	met	met	compromised	promised	fails	congratulate	argument
w135	d508	instill doubt	sow doubt	met	met	president	conduct	work	lines	fails
w97	d508	instill doubt	sow doubt	met	lit	scientists	note	arguments	republicans	develop
w261	d508	instill doubt	sow doubt	met	lit	president	argued	scientists	federal	funding
w1	d419	invest money	pour money	lit	lit	extension	but	fears	isn't	a
w126	d419	invest money	pour money	lit	lit	securing	fears	continues	hopeful	contract
w3	d419	invest money	pour money	lit	lit	firm	contract	extension	spending	national
w271	d419	invest money	pour money	lit	lit	securing	project	access	dependant	crisis
w105	d419	invest money	pour money	lit	lit	firm	contract	project	farm	delayed
w284	d419	invest money	pour money	lit	lit	tracks	and	farm	roads	closed
w182	d419	invest money	pour money	lit	lit	firm	securing	l100,000	extension	project
w348	d419	invest money	pour money	lit	met	£100,000	hexham	hamlets	pessimistic	national trust
w141	d419	invest money	pour money	lit	lit	dependent	delayed	access	hamlets	roads
w147	d419	invest money	pour money	lit	lit	firm	securing	contract	carefully	closed
w1	d899	painting represent	painting capture	lit	met	occastion	subject	colour	fruit	matter
w165	d899	painting represent	painting capture	lit	lit	media	matter	life	fruit	china
w176	d899	painting represent	painting capture	lit	lit	used	subject	is	cases	matter
w198	d899	painting represent	painting capture	lit	lit	size	work	style	subject	matter
w3	d899	painting represent	painting capture	lit	lit	subject	incorporating	traditional	style	present
w6	d899	painting represent	painting capture	lit	lit	painting	fruit	matter	flowers	media
w192	d899	painting represent	painting capture	lit	lit	mixed	pastel	subject	matter	painting
w16	d899	painting represent	painting capture	lit	lit	pastel	gouache	subject	traditional	painting
w280	d899	painting represent	painting capture	lit	lit	matter	fruit	flowers	style	focus
w170	d899	painting represent	painting capture	lit	lit	occasion	usually	normally	traditional	focus
w160	d455	sell drug	push drug	lit	lit	liverpool	drug	meets	supply	mobile phone
w1	d455	sell drug	push drug	lit	lit	year	old	dealer	teenage	sold
w290	d455	sell drug	push drug	lit	lit	sold	reports	claimed	drive	meets
w3	d455	sell drug	push drug	lit	lit	liverpool	daily	post	prosecuting	working
w422	d455	sell drug	push drug	lit	lit	teenager	drug	sold	gang	prosecuting
w43	d455	sell drug	push drug	lit	lit	drug	police	court	prosecuting	mobile
w179	d455	sell drug	push drug	lit	lit	court	claimed	arranged	contacted	andrew
w423	d455	sell drug	push drug	lit	lit	mold	supply	refused	drugs	boy
w307	d455	sell drug	push drug	lit	lit	reports	sold	heard	claimed	drive
w107	d455	sell drug	push drug	lit	lit	post	court	drive	prosecuting	contacted
w1	d513	misinterpret word	twist word	lit	lit	how	always	you	never	congratulations
w100	d513	misinterpret word	twist word	lit	lit	communication	skills	book	notice	frustrated
w424	d513	misinterpret word	twist word	lit	lit	good	want	misunderstood	frustrated	congratulations
w425	d513	misinterpret word	twist word	lit	met	how	misunderstood	congratulations	dont	however
w111	d513	misinterpret word	twist word	lit	met	skills	want	misunderstood	often	notice
w3	d513	misinterpret word	twist word	lit	met	communication	skills	misunderstood	frustrated	congratulations
w16	d513	misinterpret word	twist word	lit	lit	communication	misunderstood	frustrated	people	notice
w135	d513	misinterpret word	twist word	lit	lit	often	people	taking	communication	misunderstood
w426	d513	misinterpret word	twist word	lit	lit	communication skill	never misunderstood	congratulations	however	frustrated by people
w280	d513	misinterpret word	twist word	lit	lit	communication	book	misunderstood	you	us
w387	d743	misinterpret word	twist word	lit	lit	i must learn	answered by lawyer	excellent guess	extreme disdain	his fortune
w1	d743	misinterpret word	twist word	lit	lit	is	at	the	bottom	of
w401	d743	misinterpret word	twist word	lit	lit	cannot guess	liberty	my father	unnaturally business	penny of fortune
w3	d743	misinterpret word	twist word	lit	met	guess	shall	learn	extreme	disdain
w195	d743	misinterpret word	twist word	lit	met	thought	mind	penny	disdain	fortune
w250	d743	misinterpret word	twist word	lit	lit	learn	answered	cried	thought	mind
w333	d743	misinterpret word	twist word	lit	lit	learn	root	liberty	know	cried
w247	d743	misinterpret word	twist word	lit	met	learn	bottom	hate	bank	back
w383	d743	misinterpret word	twist word	lit	met	guess	disdain	worthy	mind	fortune
w295	d743	misinterpret word	twist word	lit	met	cried	disdain	fortune	unnatural	bottom
w1	d783	forget trouble	drown trouble	met	lit	i	asked	will	be	next
w318	d783	forget trouble	drown trouble	met	lit	wardrop's	schwartz	maitland's	finding	mike
w270	d783	forget trouble	drown trouble	met	met	subsided	rumbling	croak	petered	use
w102	d783	forget trouble	drown trouble	met	met	croak	petered	lined	rumbling	coated
w172	d783	forget trouble	drown trouble	met	lit	subsided	rumbling	next	asbestos	money
w3	d783	forget trouble	drown trouble	met	met	asked	finding	delerious	rage	{}
w192	d783	forget trouble	drown trouble	met	lit	coated	line	want	more	money
w287	d783	forget trouble	drown trouble	met	met	rumbling	subsided	petered	croak	mere
w280	d783	forget trouble	drown trouble	met	lit	throat	mexico	murderer	money	tea
w170	d783	forget trouble	drown trouble	met	met	rage	rumbling	croak	petered	coated
w1	d753	reject past	disown past	lit	lit	labour	party	these	bitter	years
w108	d753	reject past	disown past	lit	met	bitter	confidence	leftwards	failure	mood
w427	d753	reject past	disown past	lit	lit	history	demonstrates	disaster	failures	culminating
w369	d753	reject past	disown past	lit	met	history	book	fielding's	collection	blair's
w166	d753	reject past	disown past	lit	lit	history	demonstrates	generation	control	blair's
w55	d753	reject past	disown past	lit	met	bitter	taste	erosion	culminating	confidence
w3	d753	reject past	disown past	lit	lit	history	labour	party	office	launch
w43	d753	reject past	disown past	lit	lit	history	activists	disaster	erosion	party
w141	d753	reject past	disown past	lit	lit	history	demonstrates	activists	charts	victory
w382	d753	reject past	disown past	lit	met	bitter	taste	mood	shifting	landslide
w148	d654	pose question	frame question	lit	lit	independent	techniques	exhibiting	work	backgrounds
w1	d654	pose question	frame question	lit	lit	a	group	in	issues	the
w389	d654	pose question	frame question	lit	lit	university	saturday	sunday	gallery	backgrounds
w166	d654	pose question	frame question	lit	lit	exhibiting	work	saturday	sunday	photofusion
w102	d654	pose question	frame question	lit	lit	exhibiting	drawn	addressing	deconstructed	establish
w157	d654	pose question	frame question	lit	lit	mas	postgraduate	diplomas	university	exhibiting
w3	d654	pose question	frame question	lit	lit	group	exhibiting	techniques	presentation	dialogue
w307	d654	pose question	frame question	lit	lit	exhibiting	work	addressing	issues	deconstructed
w373	d654	pose question	frame question	lit	lit	artists	exhibiting	work	backgrounds	addressing
w361	d654	pose question	frame question	lit	met	run	drawn	deconstructed	dialogue	aim
w428	d804	solve problem	attack problem	lit	lit	station	music	receiver	sound	antenna
w1	d804	solve problem	attack problem	lit	met	the	only	can	hear	signal
w290	d804	solve problem	attack problem	lit	lit	redirect	change	station	follow	suggestion
w3	d804	solve problem	attack problem	lit	lit	mentioned	campaign	procedure	specific	reciever
w195	d804	solve problem	attack problem	lit	lit	only	automatically	starts	hear	again
w196	d804	solve problem	attack problem	lit	lit	hear	antenna	signal	receiver	data
w415	d804	solve problem	attack problem	lit	lit	hear	sound/music	antenna	signal	data rate
w140	d804	solve problem	attack problem	lit	lit	antenna	signal	procedure	specify	suggestion
w349	d804	solve problem	attack problem	lit	lit	search	retuning	follow	procedure	rate
w429	d804	solve problem	attack problem	lit	lit	must	procedue	follow	specify	redirect
w117	d487	colour match	colour harmonise	met	met	resembles	displaying	plain	grand	promenade
w1	d487	colour match	colour harmonise	met	met	by	with	two	barege	printed
w248	d487	colour match	colour harmonise	met	met	trimmed	surmounted	scarf	cashemire	parisienne
w393	d487	colour match	colour harmonise	met	met	promenade	resembles	walk	richness	grace
w3	d487	colour match	colour harmonise	met	met	resembles	flounces	graceful	promenade	designs
w250	d487	colour match	colour harmonise	met	lit	surmounted	cold	walk	robes	designs
w380	d487	colour match	colour harmonise	met	met	nearly	resembles	parisienne	indeed	graceful
w373	d487	colour match	colour harmonise	met	met	surmounted	narrow	resembles	richness	flounces
w203	d487	colour match	colour harmonise	met	lit	surmounted	shawl	toilette	indeed	displaying
w345	d487	colour match	colour harmonise	met	lit	scarf	cashmere	fringe	velvet	robes
w387	d159	discuss idea	float idea	met	lit	yesterday	forty-five minutes	three life pursuits	play and my job	frowns
w1	d159	discuss idea	float idea	met	lit	there	mind	between	main	life
w290	d159	discuss idea	float idea	met	met	life	pursuits	vagaries	mind	moment
w3	d159	discuss idea	float idea	met	met	vagaries	pursuits	conscious	gesturing	mind
w195	d159	discuss idea	float idea	met	lit	vagaries	apartment	conscious	yesterday	whatsoever
w368	d159	discuss idea	float idea	met	lit	life	conscious	job	working	meeting
w430	d159	discuss idea	float idea	met	lit	total	fifteen	forty-five	5:30pm	fourteen
w250	d159	discuss idea	float idea	met	met	vagaries	blown	swap	pursuits	difference
w345	d159	discuss idea	float idea	met	lit	vagaries	forty-five	krissa	frowns	sleep
w381	d159	discuss idea	float idea	met	lit	my	spent	job	monday	working
w1	d814	organise production	mount production	met	met	founding	a	strong	are	rehearsed
w369	d814	organise production	mount production	met	lit	founding	members	influence	advocacy	refugee
w431	d814	organise production	mount production	met	lit	campaigns	australia	involvement	advocacy	asylum
w3	d814	organise production	mount production	met	lit	founding	members	collective	response	preformance
w43	d814	organise production	mount production	met	lit	community	refugees	advocacy	campaigns	asylum
w195	d814	organise production	mount production	met	lit	collective	these	rehearsed	their	response
w104	d814	organise production	mount production	met	lit	founding	influence	networks	refugees	testimonies
w106	d814	organise production	mount production	met	lit	members	wanted	use	performing	are
w135	d814	organise production	mount production	met	lit	rehearsed	campaigns	lobbying	asylum	seekers
w140	d814	organise production	mount production	met	lit	community	humanitarian	campaigns	audiences	testimonies
w160	d674	moon appear	moon peep	met	met	dream	harmoniously	impressions	hemicycle	confound
w230	d674	moon appear	moon peep	met	met	us	memory	dream	beautifully	charming
w1	d674	moon appear	moon peep	met	lit	the	federal	and	they	mingle
w3	d674	moon appear	moon peep	met	met	dreams	memory	harmoniously	impressions	strangely
w43	d674	moon appear	moon peep	met	met	memory	impressions	dreams	absolution	naiads
w195	d674	moon appear	moon peep	met	met	mingle	among	leave	both	themselves
w432	d674	moon appear	moon peep	met	lit	litery	eccentric	erratic	odd	outlandish
w433	d674	moon appear	moon peep	met	met	italianisms	dream	realities	absurd	impressions
w265	d674	moon appear	moon peep	met	met	memory	art	genial	prodigious	fantastic
w261	d674	moon appear	moon peep	met	met	faded	memory	dream	absurd	harmoniously
w160	d592	distinction disappear	distinction blur	lit	lit	texts	london	indicates	pronoun	governs
w387	d592	distinction disappear	distinction blur	lit	lit	auchinleck ms	before chaucer	sche and hye	clause	noble garment
w1	d592	distinction disappear	distinction blur	lit	lit	the	texts	copied	in	london
w108	d592	distinction disappear	distinction blur	lit	met	snapshot	old-fashioned	subtly	distinctive	systematic
w102	d592	distinction disappear	distinction blur	lit	met	snapshot	governs	subtly	language	passage
w393	d592	distinction disappear	distinction blur	lit	lit	copied	snapshot	language	analysis	systematic
w182	d592	distinction disappear	distinction blur	lit	lit	texts	chaucer	mss	passage	analysis
w16	d592	distinction disappear	distinction blur	lit	lit	useful	snapshot	language	observed	pronoun
w135	d592	distinction disappear	distinction blur	lit	lit	instance	form	verb	riche	passage
w164	d592	distinction disappear	distinction blur	lit	lit	useful	alalysis	occurrences	after	give
w391	d732	address question	tackle question	met	lit	height	3ft	typical	engineering	precisely
w148	d732	address question	tackle question	met	lit	practice	typical	simply	able	precisely
w1	d732	address question	tackle question	met	lit	in	at	each	of	order
w108	d732	address question	tackle question	met	lit	drop hammer	3 ft	weight	height	parts
w379	d732	address question	tackle question	met	met	does	not	differ	convenient	though
w3	d732	address question	tackle question	met	lit	practice	convenient	engineering	question	rephrase
w196	d732	address question	tackle question	met	lit	height	drop	hammer	engineering	precisely
w192	d732	address question	tackle question	met	lit	each	blow	simply	looking	question
w434	d732	address question	tackle question	met	lit	practice	engineering	question	weight	energy
w170	d732	address question	tackle question	met	lit	height	drop	convenient	simply	rephrase
w386	d367	fire destroy	fire devour	lit	lit	home	window	depicts	marriage	damaged
w1	d367	fire destroy	fire devour	lit	lit	the	south	transept	to	king
w50	d367	fire destroy	fire devour	lit	lit	window	depicts	sunflower	panels	marraige
w3	d367	fire destroy	fire devour	lit	lit	signifies	centre	marriage	transept	york
w78	d367	fire destroy	fire devour	lit	lit	depicts	containing	signifies	marriage	damaged
w284	d367	fire destroy	fire devour	lit	lit	south	the	transept	is	home
w433	d367	fire destroy	fire devour	lit	met	24 panels	signifies	window	centre	lightening
w435	d367	fire destroy	fire devour	lit	lit	war	henry	1486	transept	1984
w381	d367	fire destroy	fire devour	lit	lit	window	depicts	containing	damaged	cause
w436	d367	fire destroy	fire devour	lit	lit	window	depicts	damaged	fire	cause
w437	d424	colour match	colour harmonise	lit	lit	detailed	information	ask	need	existing
w1	d424	colour match	colour harmonise	lit	met	see	the	detailed	version	for
w248	d424	colour match	colour harmonise	lit	met	detailed	information	smaller	editing	existing
w438	d424	colour match	colour harmonise	lit	lit	see	detailed	information	quote	upgrading
w3	d424	colour match	colour harmonise	lit	lit	detailed	information	quote	tasks	version
w299	d424	colour match	colour harmonise	lit	lit	see	information	photo	image	sharpening
w195	d424	colour match	colour harmonise	lit	lit	version	detailed	copy-editing	quote	sharpening
w196	d424	colour match	colour harmonise	lit	lit	see	detailed	version	information	existing
w163	d424	colour match	colour harmonise	lit	lit	information	detailed	images	existing	qoute
w121	d424	colour match	colour harmonise	lit	lit	detailed	upgrading	existing	ask	information
w387	d374	fate be	fate lie	met	lit	rovers	dead season	bristol city	10 games	5-0 surrender to lutton
w1	d374	fate be	fate lie	met	lit	with	the	playoffs	need	from
w108	d374	fate be	fate lie	met	met	dead	motivate	relaxation	hopes	surrender
w248	d374	fate be	fate lie	met	met	playoffs	rovers	themselves	remainder	beginning
w50	d374	fate be	fate lie	met	lit	playoffs	motivate	season	demanded	travel
w3	d374	fate be	fate lie	met	lit	playoff	points	beginning	wins	travel
w196	d374	fate be	fate lie	met	met	dead	season	repair	damage	hopes
w373	d374	fate be	fate lie	met	lit	motivate	trip	demanded	repair	surrender
w345	d374	fate be	fate lie	met	lit	playoffs	season	games	damage	promotion
w349	d374	fate be	fate lie	met	met	motivate	dead	rest	repair	damage
w1	d660	make remark	throw remark	met	lit	that	proofs	that	she	herself
w108	d660	make remark	throw remark	met	met	rubbish	stand up	respect	blame	keep it inside
w389	d660	make remark	throw remark	met	met	rubbish	grammar	blame	fault	argument
w439	d660	make remark	throw remark	met	lit	argument	respect	learn	proof	answer
w50	d660	make remark	throw remark	met	met	proofs	blame	argument	rubbish	school
w202	d660	make remark	throw remark	met	met	stand	close	rubbish	posting	fault
w322	d660	make remark	throw remark	met	lit	answer	proofs	fault	said	argument
w3	d660	make remark	throw remark	met	met	think	concept	means	argument	school
w208	d660	make remark	throw remark	met	met	sier	guild	rubish	concept	greetings
w440	d660	make remark	throw remark	met	lit	fault	against	behalf	eludes	respect
w1	d516	decrease appetite	dull appetite	met	met	then	in	into	the	liberating
w108	d516	decrease appetite	dull appetite	met	met	liberating	brave	harsh	conspiring	strange
w248	d516	decrease appetite	dull appetite	met	met	potentials	recorded	listener	banging	elements
w3	d516	decrease appetite	dull appetite	met	lit	recorded	feedback	career	elements	familiar
w213	d516	decrease appetite	dull appetite	met	lit	potencials	whistle	switching	feedback	mellowed
w192	d516	decrease appetite	dull appetite	met	lit	rosedale	shape	change	banging	jump
w414	d516	decrease appetite	dull appetite	met	met	liberating	potentials	relatively	speaking	perhaps
w373	d516	decrease appetite	dull appetite	met	met	listener	familiar	jump	feedback	conspiring
w203	d516	decrease appetite	dull appetite	met	lit	experiment	liberating	familiar	career	conspiring
w170	d516	decrease appetite	dull appetite	met	met	liberating	grinding	brave	banging	elements
w371	d215	read book	devour book	lit	met	perceives	own	perception	seem	real
w387	d215	read book	devour book	lit	met	game play	imagination	mood is formed	information field	real life
w1	d215	read book	devour book	lit	lit	what	such	a	game	evident
w248	d215	read book	devour book	lit	met	advantages	game	experience	sometimes	perceive
w389	d215	read book	devour book	lit	met	game	own	allegation	author	rpg
w441	d215	read book	devour book	lit	met	perceives	own	imagination	mood	seem
w50	d215	read book	devour book	lit	met	advantages	perceives	imagination	perception	experience
w3	d215	read book	devour book	lit	lit	allegation	author	players	success	real
w414	d215	read book	devour book	lit	met	perception	mood	allegation	seem	like
w203	d215	read book	devour book	lit	lit	advantages	evident	help	allegation	information
w1	d140	result appear	result emerge	lit	lit	of	all	the	major	that
w108	d140	result appear	result emerge	lit	met	search engine	advantages	natural	essential	strategy
w290	d140	result appear	result emerge	lit	lit	google	paid	encompass	page	bid
w118	d140	result appear	result emerge	lit	lit	effective	strategy	broader	relevancy	conversion
w177	d140	result appear	result emerge	lit	lit	engine	strategy	business	reasons	results
w3	d140	result appear	result emerge	lit	lit	search	engine	marketing	advertising	paid
w106	d140	result appear	result emerge	lit	lit	strategy	is	search	listing	acquire
w162	d140	result appear	result emerge	lit	lit	paid	search	relevancy	conversion	google
w376	d140	result appear	result emerge	lit	lit	effective	strategy	leverages	encompass	opportunities
w261	d140	result appear	result emerge	lit	lit	effective	marketing	strategy	leverages	advantages
w160	d960	cause excitement	stir excitement	lit	lit	photo	adventures	families	children	rabbit
w1	d960	cause excitement	stir excitement	lit	lit	check	been	to	the	like
w108	d960	cause excitement	stir excitement	lit	lit	album	photo	pictures	beach	lake
w248	d960	cause excitement	stir excitement	lit	lit	adventures	friends	nursery	parents	rabbit
w438	d960	cause excitement	stir excitement	lit	lit	check	see	volunteer	look	nursery
w50	d960	cause excitement	stir excitement	lit	met	check	beach	nursery	rabbit	pig
w3	d960	cause excitement	stir excitement	lit	lit	photo	album	volunteer	busy	check
w363	d960	cause excitement	stir excitement	lit	lit	photo	album	families	nursery	volunteer
w414	d960	cause excitement	stir excitement	lit	met	just	like	we	would	adventures
w210	d960	cause excitement	stir excitement	lit	lit	pictures	zoo	beaches	adventure	pre-school
w386	d818	instill life	breathe life	met	lit	connection	configuration	input	terminal	setup
w1	d818	instill life	breathe life	met	lit	single	two	subs	used	stereo
w389	d818	instill life	breathe life	met	lit	speaker	red	yellow	cables	setup
w176	d818	instill life	breathe life	met	lit	used	follows	connected	depending	addition
w3	d818	instill life	breathe life	met	lit	speaker	connection	setup	cable	common
w195	d818	instill life	breathe life	met	lit	configuration	often	wire	connected	terminal
w196	d818	instill life	breathe life	met	lit	configuration	mode	setup	wire	cable
w106	d818	instill life	breathe life	met	lit	used	connecting	are	placed	have
w433	d818	instill life	breathe life	met	lit	configuration	wires	connected	terminal	speaker
w380	d818	instill life	breathe life	met	lit	configuration	connected	depending	addition	enhances
w1	d968	drink alcohol	abuse alcohol	met	lit	this	seen	congressive	possible	failure
w171	d968	drink alcohol	abuse alcohol	met	lit	population-based	survey	data	cases	pneumococcal
w50	d968	drink alcohol	abuse alcohol	met	lit	surveillance	collection	data	disease	rates
w3	d968	drink alcohol	abuse alcohol	met	lit	population	based	survey	collection	data
w43	d968	drink alcohol	abuse alcohol	met	lit	population	survey	surveillance	data	rates
w195	d968	drink alcohol	abuse alcohol	met	lit	population-based	survey	congestive	incidence	invasive
w106	d968	drink alcohol	abuse alcohol	met	lit	survey	ranged	were	seen	resulted
w16	d968	drink alcohol	abuse alcohol	met	lit	population-based	surveillance	data	invasive	disease
w265	d968	drink alcohol	abuse alcohol	met	lit	survey	surveillance	disease	incidence	fatality
w197	d968	drink alcohol	abuse alcohol	met	lit	data	cases	incidence	resulted	case-fatality
w428	d885	stimulate debate	fuel debate	met	lit	oil	payment	control	companies	governments
w1	d885	stimulate debate	fuel debate	met	lit	its	twi	million	per	day
w102	d885	stimulate debate	fuel debate	met	lit	possibility	prove	sales	governments	sanctions
w177	d885	stimulate debate	fuel debate	met	lit	violation	oil	sales	payment	countries
w3	d885	stimulate debate	fuel debate	met	lit	analysts	customers	payment	control	government
w250	d885	stimulate debate	fuel debate	met	lit	violation	possibility	analysts	sanctions	sales
w398	d885	stimulate debate	fuel debate	met	met	smaller	lesser	violation	if	little-known
w152	d885	stimulate debate	fuel debate	met	lit	december	surcharge	violation	action	analysts
w265	d885	stimulate debate	fuel debate	met	lit	governments	analysts	sanctions	disruptions	enlisted
w135	d885	stimulate debate	fuel debate	met	lit	paying	surcharge	iraq	oil	countries
w428	d26	pose question	frame question	met	lit	performance	critical	evaluative	students	research
w1	d26	pose question	frame question	met	lit	through	the	programme	students	current
w406	d26	pose question	frame question	met	lit	gain	methods	knowledge	work	develops
w166	d26	pose question	frame question	met	lit	critical	awareness	comprehensive	understanding	students
w171	d26	pose question	frame question	met	met	awareness	theory	understanding	techniques	methods
w442	d26	pose question	frame question	met	lit	programme	comparative	comprehensive	research	skills
w3	d26	pose question	frame question	met	lit	programme	critical	history	techniques	methods
w196	d26	pose question	frame question	met	lit	critical	awareness	comprehensive	understanding	research
w16	d26	pose question	frame question	met	lit	critical	scholarship	comparative	theory	history
w203	d26	pose question	frame question	met	lit	programme	awareness	students	methodologies	resources
w252	d618	get disease	catch disease	met	lit	canine	psychologist	health	immunisations	risks
w166	d618	get disease	catch disease	met	lit	baby	safe	psychologist	risks	immunisations
w55	d618	get disease	catch disease	met	lit	but	safe	psychologist	minimal	immunisations
w181	d618	get disease	catch disease	met	lit	safe	animals	newborn	risks	minimal
w366	d618	get disease	catch disease	met	met	animals	newborn	immunizations	health	risk
w89	d618	get disease	catch disease	met	met	baby	safe	animals	health	immunisations
w260	d618	get disease	catch disease	met	met	baby	safe	psychologist	risks	fine
w146	d618	get disease	catch disease	met	lit	it is	psychologist	says	should be fine	we can't
w305	d618	get disease	catch disease	met	lit	baby	newborn	psychologist	health	immunizations
w131	d618	get disease	catch disease	met	lit	animals	safe	child	dog	fine
w1	d642	read book	devour book	lit	lit	fats	waller	described	himself	bread
w288	d642	read book	devour book	lit	lit	player	consists	advertising	eat	cross
w291	d642	read book	devour book	lit	met	twitchers	greatest	advertising	encourage	ploughman's
w187	d642	read book	devour book	lit	met	described	which	thought	wouldn't	rather
w3	d642	read book	devour book	lit	lit	lists	songwriter	consists	advertising	orchestra
w145	d642	read book	devour book	lit	met	think	ploughman's lunch	when	thrown up	described
w284	d642	read book	devour book	lit	lit	theres	nothing	wrong	with	lists
w415	d642	read book	devour book	lit	met	songwriter	"""ploughman's lunch"""	advertising	slogan	orchestra
w305	d642	read book	devour book	lit	met	twitchers	greatest	think	happy	orchestra
w147	d642	read book	devour book	lit	met	ploughman's	lunch	thrown	eat	cross
w148	d422	experience freedom	taste freedom	lit	lit	certain	history	relived	encounter	during
w1	d422	experience freedom	taste freedom	lit	lit	for	before	that	came	from
w270	d422	experience freedom	taste freedom	lit	lit	previous	verses	chapter	history	acts
w111	d422	experience freedom	taste freedom	lit	lit	certain	eat	come	cheer	standing
w113	d422	experience freedom	taste freedom	lit	lit	withdrew	separated	dissembled	looked	cheer
w184	d422	experience freedom	taste freedom	lit	lit	certain	eat	fearing	history	delighted
w89	d422	experience freedom	taste freedom	lit	met	circumcision	dissimulation	relived	ministry	encounter
w140	d422	experience freedom	taste freedom	lit	lit	gentiles	himself	circumcision	encounter	ministry
w305	d422	experience freedom	taste freedom	lit	met	gentiles	circumcision	jews	verses	ministry
w131	d422	experience freedom	taste freedom	lit	lit	fearing	circumcision	dissembled	atta	boy
w291	d179	affect judgement	colour judgement	met	met	petrifying	recalled	insight	extremely	frightened
w51	d179	affect judgement	colour judgement	met	lit	insight	session	frightened	child	situation
w111	d179	affect judgement	colour judgement	met	met	session	frightened	close	caused	small
w3	d179	affect judgement	colour judgement	met	lit	session	occasion	situation	caused	extremely
w103	d179	affect judgement	colour judgement	met	lit	session	insight	frightened	situation	fear
w119	d179	affect judgement	colour judgement	met	lit	looking	extremely	occasion	terrible	fear
w298	d179	affect judgement	colour judgement	met	met	insight	frightened	close	petrifying	fear
w163	d179	affect judgement	colour judgement	met	met	suddenly	extremely	around	petrifying	fear
w153	d179	affect judgement	colour judgement	met	lit	child	frightened	occasion	adult	years
w280	d179	affect judgement	colour judgement	met	met	insight	frightened	look	recalled	fear
w1	d436	view represent	view reflect	lit	lit	in	the	some	special	students
w108	d436	view represent	view reflect	lit	met	special	mentally	emotionally	normal	clearly
w318	d436	view represent	view reflect	lit	lit	inquiry	haug	linked	maintain	need
w125	d436	view represent	view reflect	lit	lit	mentioned	students	educational	approach	specialists
w111	d436	view represent	view reflect	lit	lit	mentioned	all	topics	effect	clearly
w3	d436	view represent	view reflect	lit	lit	inquiry	educational	categories	approach	maintain
w145	d436	view represent	view reflect	lit	lit	inquiry	mentioned	topics	maintain	locating
w277	d436	view represent	view reflect	lit	lit	specialists	underlines	working	deficits	tradition
w284	d436	view represent	view reflect	lit	lit	in	the	inquiry	mentioned	above
w130	d436	view represent	view reflect	lit	lit	inquiry	paradigm	categorised	tendency	deficits
w137	d394	story intrigue	story grab	lit	met	class	may	stories	cinema	nature
w101	d394	story intrigue	story grab	lit	lit	securely	identical	screen	year	right
w109	d394	story intrigue	story grab	lit	met	successful	stunt	promote	advertise	screenwriting
w51	d394	story intrigue	story grab	lit	met	may	screenwriting	theory	within	fettle
w143	d394	story intrigue	story grab	lit	met	knobs	bells	whistles	unfolding	be
w181	d394	story intrigue	story grab	lit	met	fettle	knobs	bells	whistles	be
w271	d394	story intrigue	story grab	lit	met	knobs	bells	whistles	unfolding	theory
w190	d394	story intrigue	story grab	lit	met	stunts	aware	stories	unfolding	screen
w123	d394	story intrigue	story grab	lit	met	fine	fettle	theory	stunt	nowdays
w147	d394	story intrigue	story grab	lit	met	knobs	bells	whistles	unfolding	cinema
w1	d113	disclose report	leak report	met	met	did	rely	not	much	advisers
w101	d113	disclose report	leak report	met	lit	marking	time	government	issues	composed
w291	d113	disclose report	leak report	met	lit	1970s	government	thatcher	policy	period
