DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Discourse.MetLit	Abstr.all	Abstr.N	Abstr.V	Abstr.ADJ	Emotionality	Emotion	List.Words
d234	result appear	result emerge	met	lit	3.17	3.7	2.41	-	2.38	Joy	"['ancestors', 'tribes', 'served', 'choose', 'known', 'were', 'tribe', 'preferred', 'contact', 'served', 'ancestors', 'contact', 'disputes', 'warriors', 'fight', 'path', 'peace', 'choose', 'as', 'known', '1600s', ':""grandfather""', 'also known', '1887', '1965', 'ancestors', 'contact', 'respected', '{}', '{}', 'our', 'ancestors', 'among', '1600s', 'were', 'ancestors', 'contact', 'known', 'warriors', 'peace', 'indians', 'tribe', 'europeans', 'island', 'christmas', 'deleware', 'ancestors', 'indians', 'contact', 'europeans']"
d477	colour match	colour harmonise	met	met	2.56	2.69	2.31	2.66	2.24	Joy	['colour', 'strength', 'dark', 'bright', 'principles', 'seem', 'true', 'appear', 'disagrees', 'proposed', 'strictly', 'true', 'presented', 'same', 'uniform', 'definition', 'strictly', 'chroma', 'equation', 'adaptation', 'definition', 'appear', 'principles', 'seem', 'disagrees', 'definition', 'chroma', 'strength', 'scalar', 'principles', 'principles', 'pratical', 'definition', 'true', '{}', 'definition', 'background', 'providing', 'determined', 'principles', 'definition', 'disagrees', 'equation', 'determine', 'scalar', 'definition', 'presented', 'appear', 'practical', 'principles']
d17	attract worker	suck worker	lit	lit	3.69	4.84	3.23	2.37	2.31	Joy	"['royal', 'the', 'owners', 'built', 'houses', 'sunk', 'salvaged', 'built', 'houses', 'garden', 'engine', 'village', 'bestwood', 'mediterranean', 'garden', 'sunk', 'mediterranean', 'engine', 'salvaged', 'owners', 'thought', 'complemented', 'built', '1876', 'owner', 'owners', 'built', 'best', 'garden', 'walled', 'sunk', 'salvaged', 'built', 'mediterranean', 'engine', 'thought', 'best', 'complemented', ""lancaster's"", 'village', 'sunk', 'mediterranean', 'colliery', 'village', 'engine', 'royal sovereign', 'owners', 'mediterranean', 'village', 'east midlands']"
d152	address question	tackle question	met	lit	2.52	2.86	2.08	1.93	2.2	Joy	['in', '1798', 'had', 'immediate', 'assessing', 'assessing', 'compensation', 'rebels', 'sympathisers', 'research', '1798', 'ulster', 'aftermath', 'sympathisers', 'examination', 'immediate', 'aftermath', 'compensation', 'scale', 'results', 'been', 'found', 'research', 'results', 'considered', '1798', 'wanting', 'role', 'admittedly', 'results', 'magistracy', 'role', 'substancial', 'research', 'interesting', 'admitted', 'found', 'magistracy', 'aftermath', 'results', 'ommediate', 'role', 'rebles', 'least', 'substancial', 'role', 'compensation', 'examination', 'results', 'essays']
d758	pose question	frame question	lit	met	2.38	2.69	2.58	1.84	2.33	Joy	['god', 'preached', 'syllabus', 'different', 'media', 'explanation', 'religion', 'god', 'impartial', 'reasonable', 'the', 'only', 'that', 'you', 'must', 'your', 'god', 'form', 'appear', 'religion', 'god', 'appeared', 'religion', 'make', 'preached', 'elite', 'easy', 'instant', 'proven', 'premium', 'god', 'preached', 'everywhere', 'alternative', 'religion', 'god', 'preached', 'form', 'syllabus', 'teachers', 'syllabus', 'explanation', 'media', 'teachers', 'reasonable', 'god', 'impartial', 'exist', 'syllabus', 'religion']
d699	attract worker	suck worker	met	lit	3.11	3.22	3.28	2.38	2.24	Joy	['because', 'large', 'many', 'capital', 'will', 'supply', 'trade', 'wages', 'labor', 'nations', 'trade', 'labor', 'system', 'countries', 'nations', 'capital', 'labor', 'expands', 'supply', 'wages', 'expands', 'supply', 'capital', 'labor', 'mobility', 'example', 'wage', 'free', 'prosperity', 'countries', 'arguments', 'may', 'presuming', 'could', 'relative', 'expands', 'mobility', 'entry', 'drive', 'rose', 'finite', 'argue', 'threat', 'experience', 'wages', 'india', 'china', 'prosperity', 'drive', 'rates']
d329	solve problem	attack problem	lit	lit	3.17	3.47	2.88	2.93	2.39	Joy	['aim', 'which', 'game', 'presents', 'and', 'aim', 'focus', 'glossary', 'what', 'presents', 'author', 'plots', 'software', 'artificial', '1992', 'dialogue', 'review', 'terms', 'game', 'interact', 'debates', 'adventure', 'interact', 'problems', 'character', 'phase', 'interactivity', 'adventure', 'games', 'user', 'focus', 'dialogue', 'glossary', 'game', 'character', 'project', 'history', 'structures', 'research', 'software', 'project', 'dialogue', 'games', 'story', 'character', 'software', 'research', 'learning', 'review', 'moves']
d488	understand meaning	grasp meaning	met	lit	3.83	3.54	3.96	-	2.4	Joy	['wake', 'sleep', 'watch', 'view', 'limb', 'down', 'sprang', 'sleep', 'wake', 'stir', 'watch', 'climbed', 'view', 'lay', 'stir', 'boer', 'west', 'ingleborough', 'opposition', 'olebo', 'sleep', 'lie', 'climbed', 'tree', 'view', 'sleep', 'opposition', 'climbed', 'veldt', 'hesitated', 'take', 'climbed', 'lay', 'stir', 'sprang', 'wake', 'sleep', 'watch', 'climbed', 'stepped', 'sleep', 'watch', 'climbed', 'veldt', 'sprang', 'wake', 'sleep', 'climbed', 'veldt', 'limb']
d648	get disease	catch disease	lit	lit	3.36	4.15	2.85	3.02	2.24	Joy	['reproduce', 'bacteria', 'exposed', 'infected', 'outbreaks', 'bacteria', 'plumbing', 'legionellosis', 'mists', 'contaminated', 'reproduced', 'exposed', 'found', 'exposed', 'evidence', 'bacteria', 'warm', 'evaporative', 'contaminated', 'hospitals', 'reproduce', 'outbreaks', 'bacteria', 'exposed', 'passed', 'bacteria', 'plumbing', 'water', 'exposed', 'evidence', 'bacteria', 'plumbing', 'water tanks', 'whirlpool', 'hospital', 'plumbing', 'air-conditioning', 'whirlpool', 'hospitals', 'household', 'bacteria', 'legionellosis', 'contaminated', 'exposed', 'infected', 'high', 'large', 'exposed', 'certain', 'any']
d210	cause doubt	cast doubt	met	lit	2.69	2.72	2.91	-	2.19	Joy	['in', 'pay', 'job', 'held', 'yet', 'employers', 'offered', 'qualified', 'requirement', 'claimant', 'rate', 'position', 'qualified', 'agreement', 'reasons', 'may', 'decision', 'suggests', 'objectively', 'must', 'pay', 'qualified', 'position', 'requirement', 'explain', 'work', 'discrimination', 'received', 'objectively', 'evidence', 'pay', 'discrimination', 'evidence', 'agreement', 'requirement', 'employers', 'offered', 'pay', 'decision', 'suggests', 'tyldesley', 'wallace', 'brunnhofer', 'österreichischen', 'postsparkasse', 'comparator', 'perceived', 'employer', 'discrimination', 'work']
d938	improve economy	boost economy	met	lit	2.73	2.85	2.69	2.76	2.18	Joy	['our', 'intention', 'airports', 'such', 'pollution', 'reginal', 'grow', 'reputation', 'congestion', 'councillor', 'airport', 'heathrow', 'gatwick', 'reputation', 'regional', 'intention', 'remain', 'regional', 'airport', 'pollution', 'intention', 'aim', 'build', 'could', 'growth', 'intention', 'remain', 'airport', 'reputation', 'said', 'airports', 'expansion', 'build', 'council', 'asset', 'regional', 'airport', 'remain', 'concerns', 'raised', 'grow', 'aim', 'reputation', 'concerns', 'could', 'intention', 'regional', 'aim', 'concerns', 'council']
d5	stimulate debate	fuel debate	lit	met	2.49	3.38	1.59	2.01	2.34	Joy	['emotional', 'cultural', 'spiritual', 'practice', 'link', 'emotional', 'spiritual', 'hearts', 'ideological', 'esteem', 'what', 'is', 'more', 'emotional', 'and', 'transnational', 'diasporas', 'emotional', 'spirtual', 'idelogical', 'emotional', 'reciprocal', 'homeland', 'diasporas', 'confusion', 'spiritual', 'chord', 'hearts', 'longed-for', 'diaspora', 'emotional', 'longed-for', 'self-defined', 'strength-in-numbers', 'shift', 'retained', 'reciprocal', 'undubtedly', 'diasporas', 'caused some confusion', 'strikes', 'chord', 'disapora', 'self-defined', 'longed-for', 'retained', 'their', 'emotional', 'cultural', 'spiritual']
d659	manage job	juggle job	lit	lit	2.73	3.13	2.04	2.31	2.55	Joy	['please', 'contact', 'project', 'experience', 'you', 'please', 'leacon', 'you', 'must', 'experience', 'contact', 'stephen', 'fooks', 'previous', 'experience', 'capel', 'ashford', 'stephen', 'banjo', 'architectural', 'contact', 'freelance', 'modelmaker', 'full-time', 'skills', 'contact', 'sculptors', 'modelmakers', 'transport', 'sculpting', 'accomplished', 'model maker', 'excellent', 'finishing', 'skills', 'contact', 'ashford', 'kent', 'sculptors', 'banjo', 'full-time', 'accomplished', 'required', 'freelance', 'preferred', 'contact', 'required', 'project', 'experience', 'require']
d499	read book	devour book	met	lit	2.83	4.12	3.04	2.52	2.45	Joy	"['after', 'especially', 'a', 'fan', 'have', 'readable', 'novels', 'style', 'dissapointed', 'fan', 'novels', 'disappointed', 'writing', 'book', 'early', 'being', 'disappointed', 'have', 'early', 'again', 'fan', 'i', 'disappointed', ""didn't"", 'read', 'readable', 'fan', 'bought', 'i', 'books', 'readable', 'fan', 'dissapointed', 'staying', 'style', 'disappointed', 'story', 'early', 'books', 'readable', 'after', 'really', 'read', 'huge', 'again', 'readable', 'disapponted', 'when', 'read', 'blow']"
d171	organise production	mount production	met	lit	2.6	2.89	2.88	2.46	2.45	Joy	['something', 'no', 'excuse', 'for', 'a', 'activities', 'boredom', 'students', 'broadcasts', 'produced', 'activities', 'boredom', 'popular', 'students', 'broadcasts', 'activities', 'broadcasts', 'school', 'produced', 'genuinely', 'extra-curricular', 'boredom', 'range', 'students', 'broadcasts', 'extra-curricular', 'music', 'drama', 'dance', 'students', 'curricular', 'range', 'encourage', 'themselves', 'established', 'genuinely', 'range', 'encourage', 'start', 'recently', 'sixth form', 'boredom', 'interviews', 'radio 6', 'written', 'sixth', 'range', 'clubs', 'plays', 'societies']
d756	believe story	buy story	met	lit	2.59	2.8	3.12	1.59	2.11	Joy	['pulling', 'directions', 'split', 'cards', 'reunion', 'it', 'appears', 'directions', 'a', 'shame', 'appears', 'acrimonious', 'does not', 'at all', 'development', 'reunion', 'does', 'not', 'appear', 'development', 'jello', 'directions', 'cards', 'development', 'majority', 'band', 'pulling', 'directions', 'reunion', 'fans', 'pulling', 'directions', 'split', 'cards', 'shame', 'appears', 'pulling', 'directions', 'acrimonious', 'development', 'appears', 'shame', 'appear', 'intriguing', 'simply', 'appears', 'simply', 'directions', 'dk', 'fans']
d326	experience freedom	taste freedom	met	lit	2.73	2.89	-	2.1	2.28	Joy	['task', 'international', 'protest', 'democratic', 'decision', 'international', 'community', 'president', 'bush', 'democratic', 'task', 'community', 'protest', 'democratic', 'integrity', 'task', 'democratic right', 'integrity', 'realise', 'protest', 'task', 'community', 'protest', 'right', 'integrity', 'protest', 'integrity', 'attack', 'decision', 'why', 'attack', 'decision', 'go', 'to', 'war', 'protest', 'democratic', 'attack', 'decision', 'war', 'task', 'protest', 'democratic', 'right', 'decision', 'protest', 'democratic', 'integrity', 'realise', 'international']
d143	pose question	frame question	lit	lit	2.98	3.3	2.81	-	2.22	Joy	['provide', 'comprising', 'offering', 'information', 'originallly', 'the', 'ability', 'to', 'create', 'computer', 'symantec', 'version', 'released', 'norton', 'tracker', 'offering', 'year', '2001', 'released', 'installation', 'security', 'countermeasures', 'utilities', 'intrusion', 'protection', 'symantec', 'aims', 'to', 'provide', 'countermeasures', 'symantec', 'package', 'countermeasures', 'firewall', 'utilities', 'aim', 'countermeasures', 'security', 'provide', 'product', 'sysmantec', 'firewall', 'protection', 'security', 'computer', 'countermeasures', 'anti-virus', 'intrusion', 'alert', 'tracker']
d997	moon appear	moon peep	lit	lit	2.96	3.21	3.23	2.26	2.37	Joy	['spent', 'dropped', 'improvement', 'allow', 'wait', 'feed', 'noise', 'sun', 'was', 'feed', 'critical', 'optimum', 'improvment', 'allow', 'achieved', 'noise', 'feed', 'position', 'elevations', 'test', 'optimising', 'critical', 'elevations', 'degrees', 'noise', 'improvement', 'critical', 'obtained', 'achieved', 'position', 'optimising', 'position', 'critical', 'improvement', 'wait', 'tests', 'degrees', 'minutes', 'level', 'achieved', 'obtained', 'hours', 'test', 'improvement', 'overcast', 'feed', 'best', 'critical', 'obtained', 'allow']
d842	discuss idea	float idea	lit	met	2.41	2.6	2.37	2.22	2.3	Joy	['challenge', 'freedom', 'must', 'be', 'able', 'wrings', 'hands', 'hyper-reality', 'squat', 'dialectic', 'encompass', 'squat', 'illusion', 'traveller', 'hands', 'why', 'hyper', 'if', 'psychological', 'create', 'endlessly', 'opposition', 'recuperation', 'intellectual', 'freedom', 'hyper-reality', 'encompass', 'authenticity', 'business', 'problems', 'comfortably', 'endlessly', 'destroy', 'structural', 'create', 'wrings', 'hands', 'freedom', 'authenticity', 'illusion', 'passivity', 'opposition', 'encompass', 'challenge', 'endlessly', 'hyper-reality', 'pollution', 'business', 'oppression', 'freedom']
d993	tension increase	tension mount	lit	lit	3.24	3.62	3.64	2.91	2.15	Joy	['the', 'movie', 'when', 'then', 'the', 'encounters', 'budget', 'shooting', 'rainstorm', 'production', 'encounters', 'wait', 'arrive', 'altering', 'return', 'encounters', 'finally', 'commences', 'significantly', 'location', 'encounters', 'location', 'arrice', 'commences', 'production', 'movie', 'preproduction', 'gilliam', 'johnny depp', 'spain', 'location', 'actor', 'spain', 'equipment', 'ill', 'gilliam', 'actors', 'shooting', 'equipment', 'treatment', 'preproduction', 'budget', 'locations', 'equipment', 'treatment', 'encounters', 'arrive', 'commences', 'torrential', 'medical']
d560	cause doubt	cast doubt	met	lit	3.29	3.69	2.69	1.86	2.23	Joy	['no', 'reporter', 'working', 'email', 'media', 'publishing', 'email', 'imprisonment', 'mainstream', 'community', 'publishing', 'friend', 'imprisonment', 'attempt', 'working', 'contacted', 'imprisonment', 'working', 'accounting', 'profiling', 'contacted', 'e-mail', 'imprisonment', 'sentencing', 'profiling', 'contacted', 'publishing', 'unfair', 'discredit', 'community', 'would', 'have', 'served', 'working', 'done', 'reporter', 'publishing', 'newspaper', 'disproportional', 'imprisonment', 'reporter', 'newspaper', 'email', 'profiling', 'attempts', 'publishing', 'damaging', 'words', 'major', 'newspaper']
d125	discuss idea	float idea	met	lit	3.47	3.66	2.69	2.13	2.17	Joy	['booklets', 'copies', 'register', 'unlawful', 'reason', 'pancreatitis', 'supporters', 'network', 'mailing', 'data', 'mailing', 'information', 'data', 'copies', 'network', 'network', 'booklets', 'data', 'protection', 'agency', 'receive', 'mailing', 'register', 'number', 'contact', 'post', 'mailing', 'computer', 'register', 'unlawful', 'available', 'copies', 'mailing', 'computer', 'register', 'available', 'mailing', 'objections', 'supplying', 'contact', 'booklets', 'pancreatitis', 'network', 'mailing', 'information', 'three', 'copies', 'information', 'unlawful', 'letter']
d992	recall feeling	recapture feeling	met	lit	2.6	2.83	2.28	2.27	2.25	Joy	['staircase', 'happened', 'them', 'emotions', 'instead', 'transference', 'reconstruction', 'misled', 'process', 'analysis', 'transference', 'psychiatrist', 'happened', 'encourages', 'development', 'transference', 're-experience', 'development', 'patient', 'process', 'emotions', 'mirror', 'hidden', 'seduction', 'played', 'subtle', 'transference', 'encourages', 're-experience', 'misunderstood', 'occurs', 'able', 'old', 'dealing', 'attempt', 're-experience', 'process', 'when', 'analysis', 'staircase', 'ill', 'patient', 'misled', 'instances', 'seduction', 'because', 'encourages', 'development', 'misunderstood', 'reconstruction']
d948	pose question	frame question	met	lit	2.65	3.15	2.89	2.42	2.24	Joy	['seamless', 'meets', 'based', 'and', 'namely', 'tests', 'accesible', 'exemplifies', 'establishments', 'developments', 'egovernment', 'critical', 'delivered', 'supported', 'public', 'educational', 'establishment', 'organization', 'developed', 'event', 'educational', 'direct', 'sector', 'project', 'electronically', 'critical', 'seamlessly', 'information', 'government', 'organisations', 'e-government', 'accountable', 'organisations', 'councils', 'compliant', 'bbc', 'project', 'nhs', 'organisations', 'delegates', 'event', 'final', 'panel', 'session', 'breaking', 'e-government', 'delivered', 'used', 'contributed', 'developed']
d59	experience freedom	taste freedom	lit	met	2.62	2.95	2.54	2.04	2.68	Joy	['dimenstion', 'life', 'many', 'men', 'can', 'dimension', 'learned', 'enrich', 'relationship', 'family', 'dimension', 'life', 'god', 'relationship', 'deprived', 'dimension', 'blessed', 'god', 'praise', 'mentality', 'dimension', 'blessed', 'enrich', 'paint', 'contemporary', 'deprived', 'traditionalism', 'contemporary', 'grace', 'grown', 'strengthen', 'church', 'bound', 'contemporary', 'believe', 'god', 'enrich', 'deprived', 'traditionalism', 'mentality', 'blessed', 'tries', 'believe', 'lot', 'many', 'god', 'him', 'word', 'mentality', 'enrich']
d279	sell drug	push drug	met	lit	2.98	3.7	2.78	3.43	2.29	Joy	['former', 'more', 'year', 'vandals', 'windows', 'has', 'been', 'smashed', 'buildings', 'needs', 'developer', 'residents', 'building', 'problems', 'nowadays', 'empty', 'targeted', 'residents', 'amusement', 'vandals', 'vandals', 'planning', 'definitely', 'regards', 'defaced', 'definitely', 'former', 'planning', 'building', 'empty', 'smashed', 'defaced', 'submitted', 'residents', 'said', 'vandals', 'smashed', 'planning', 'application', 'residents', 'application', 'building', 'definitely', 'problems', 'dealers', 'targeted', 'defaced', 'planning', 'amusement', 'arcades']
d498	practise profession	follow profession	lit	lit	3.54	4.22	2.47	2.02	2.3	Joy	['you', 'placed', 'during', 'the', 'passport', 'certificate', 'uk', 'date', 'stamp', 'immigration', 'endorsed', 'passport', 'validating', 'stamp', 'entry', 'will', 'placed', 'sufficient', 'evidence', 'intend', 'certificate', 'passport', 'stamp', 'immigration', 'qualified', 'certificate', 'passport', 'funds', 'evidence', 'professional', 'receive', 'certificate', 'enter', 'immigration', 'evidence', 'passport', 'validating', 'stamp', 'evidence', 'qualified', 'placed', 'shown', 'validating', 'evidence', 'buy', 'sufficient', 'evidence', 'immigration', 'control', 'funds']
d493	saturate market	flood market	lit	lit	2.88	3.82	2.18	2.62	2.18	Joy	['speaks', 'something', 'offer', 'told', 'said', 'forked', 'tongue', 'unless', 'exclusive', 'allowed', 'speaks', 'in', 'the', 'sunday', 'over', 'employee', 'broadband', 'report', 'loop', 'meeting', 'thursday', 'services', '1999', '2002', 'allow', 'would', 'offer', 'report', 'develop', 'suggestion', 'meeting', 'told', 'report', 'exclusive', 'broadband', 'report', 'rights', 'employee', 'services', 'exclusive', 'speaks', 'offer', 'reports', 'broadband', 'services', 'report', 'exclusive', 'allowed', 'broadband', 'services']
d633	distinction disappear	distinction blur	lit	met	2.31	2.17	2.39	2.18	2.3	Joy	['philosophy', 'humanism', 'radical', 'timeless', 'soul', 'huge', 'all', 'down', 'his', 'describe', 'radical', 'unfolding', 'timeless', 'invisible', 'soul', 'revolution', 'century', 'humanism', 'reason', 'process', 'revolution', 'nineteenth', 'century', 'philosophy', 'timeless', 'describe', 'version', 'unfolding', 'temporal', 'soul', 'huge', 'summed', 'radical', 'unfolding', 'concentrated', 'revolution', 'philosophy', 'describe', 'reason', 'attention', 'humanism', 'temporal', 'philosophical', 'timeless', 'soul', 'summed', 'philosophy', 'describe', 'thinking', 'soul']
d928	determine result	shape result	lit	met	2.28	2.95	2.43	2.23	2.42	Joy	"['refreshing', 'thinking', 'era', 'bygone', 'proposal', 'refreshing', 'inspired', 'unwittingly', 'indulged', 'thinking', 'unwittingly', 'shirked', 'unwarrantedly', 'indulged', 'entertaining', 'refreshing', 'noble', 'poor', ""man's"", 'faceless', 'therefore', 'different', 'refreshing', 'unwittingly', 'indulged', 'refreshing', 'direct', 'phd', 'proposal', 'vote', 'proposal', 'entertaining', 'blog', 'voting', 'winning', 'unwittingly', 'shirked', 'random', 'instead', 'unknown', 'faceless', 'bygone', 'indulged', 'shirked', 'refreshing', 'intricacies', 'praesidium', 'bygone', 'shirked', 'saunders']"
d619	reject past	disown past	met	met	2.61	2.87	3.2	2.14	2.58	Joy	['native', 'man', 'without', 'some', 'kind', 'subjection', 'dignity', 'fundamental', 'primitivism', 'romanticism', 'nativity', 'primitivism', 'romanticism', 'represented', 'superficial', 'native', 'childhood', 'fundamental', 'grown', 'again', 'subjection', 'dignity', 'coalesced', 'represented', 'tradition', 'river', 'god', 'nativity', 'emotion', 'romanticism', 'accustomed', 'own', 'subjection', 'dignity', 'able', 'god', 'man', 'eyes', 'grown', 'represented', 'river', 'god', 'man', 'anthropology', 'romanticism', 'subjection', 'interesting', 'using', 'see', 'emotion']
d927	corrupt mind	poison mind	lit	met	2.85	3.56	3.12	1.93	2.28	Joy	"['eating', 'humble', 'pie', 'no', 'business', 'being', 'pursued', 'agenda', 'pushed', 'these', 'pro-bear', 'ursine', 'huggers', 'warp', 'pie', 'pro-bear', 'insanely', 'surprised', 'popular', 'influence', 'insanely', 'shit', 'expecting', 'pro-bear', 'huggers', 'eating', 'humble', 'pie', 'shit', 'agenda', 'insanely', 'suprised', 'eating', 'huggers', 'dare', 'anymore', ""shouldn't"", 'expecting', 'before', 'trying', 'shit', 'expecting', 'influence', 'amazing', 'warp', 'humble pie', 'warp', 'pro-bear', 'ursine', 'insanely']"
d697	manage job	juggle job	met	lit	3.44	3.8	2.72	-	2.38	Joy	['ben', 'was', 'years', 'birth', 'she', 'cost', 'workshop', 'person', 'it', 'manager', 'cost', 'birth', 'completed', 'coach', 'reduced', 'coach', 'career', 'success', 'wokshops', 'vitality', 'career', 'talk', 'completed', 'three', 'person', 'career', 'coach', 'specializing', 'email', 'manager', 'coach', 'sessions', 'participants', 'cost', 'call', 'she', 'margaret', 'had', '{}', '{}', 'sessions', 'include', 'cost', 'workshops', 'email', 'sessions', 'include', 'talk', 'people', 'included']
d501	organise production	mount production	met	lit	2.8	3.07	2.34	3.32	2.39	Joy	['students', 'performing', 'research', 'employment', 'community', 'this', 'profesion', 'past', 'in', 'the', 'aims', 'prepare', 'encouraged', 'liaised', 'students', 'aims', 'providing', 'also', 'encouraged', 'have', 'students', 'profession', 'skills', 'employers', 'encouraged', 'programme', 'prepares', 'professions', 'skills', 'employment', 'active', 'research', 'course', 'community', 'students', 'students', 'active', 'course', 'skills', 'employers', 'students', 'entry', 'performing', 'profession', 'skills', 'prepare', 'program', 'active', 'research', 'booking']
d82	story intrigue	story grab	met	met	2.34	2.12	2.55	2.59	2.53	Joy	['there', 'us', 'as', 'regardless', 'of', 'resonate', 'our', 'matriculate', 'identity', 'survive', 'stories', 'archetypal', 'culture', 'matriculate', 'find', 'cast', 'out', 'struggling', 'metaphor', 'roaming', 'culture', 'some', 'matriculate', 'metaphor', 'think', 'archetypal', 'moses', 'israelites', 'battlestar', 'epic', 'metaphor', 'stories', 'think', '{}', '{}', 'archetypal', 'resonate', 'metaphor', 'roaming', 'epic', 'like', 'metaphor', 'some', 'all', 'epic', 'resonate', 'matriculate', 'human', 'challenging', 'background']
d710	instill doubt	sow doubt	lit	lit	3.15	3.29	-	2.51	2.28	Joy	['law', 'sentences', 'government', 'fraud', 'tax', 'money', 'laundering', 'drug', 'dealers', 'long', 'now', 'fraud', 'allegations', 'duke', 'effective', 'law', 'government', 'federal', 'allegations', 'transparent', 'law', 'charges', 'effective', 'support', 'government', 'law', 'money', 'activities', 'defendant', 'fraud', 'money', 'laundering', 'government', 'charges', 'allegations', 'money', 'law', 'tax', 'dealers', 'laundering', 'money', 'federal', 'effort', 'dukes', 'government', 'money', 'laundering', 'defendant', 'david', 'duke']
d777	war displace	war uproot	lit	lit	2.81	3.5	2.75	2.18	2.45	Joy	['the', 'way', 'it', 'is', 'explore', 'food', 'shops', 'stores', 'people', 'budget', 'prefer', 'limited', 'possible', 'factors', 'famine', 'independent', 'tourism', 'budget', 'explore', 'factors', 'organize', 'tourism', 'travelling', 'budget', 'transport', 'independent', 'travel', 'budget', 'regions', 'explore', 'tourism', 'budget', 'time', 'backpackers', 'luggage', 'nowadays', 'untouched', 'earlier', 'luggage', 'travel', 'independent', 'budget', 'cheaply', 'local', 'exotic', 'independent', 'budget', 'backpakers', 'local', 'explore']
d824	tension increase	tension mount	lit	lit	2.61	3.07	2.4	1.85	2.37	Joy	['on', 'the', 'stated', 'overseas', 'conflict', 'expansion', 'maintain', 'conflicts', 'war', 'pursue', 'were', 'helped', 'found', 'prevented', 'unexploited', 'expansion', 'competitive', 'prevented', 'pursue', 'increasingly', 'world', 'war', 'regulate', 'competitve', 'pursue', 'eve', 'as', 'more', 'however', 'conflicts', 'tensions', 'balance', 'power', 'escalating', 'threatened', 'compensatory', 'economic', 'unexploited', 'war', 'diplomatic', 'war', 'tensions', 'european', 'overseas', 'balance', 'expansion', 'overseas', 'balance', 'power', 'militarized']
d796	stimulate debate	fuel debate	lit	lit	2.95	3.29	2.92	2.28	2.11	Joy	['statements', 'exercise', 'approach', 'encourage', 'results', 'cpa', 'review', 'feedback', 'standard', 'expensive', 'cpa', 'assessment', 'review', 'objectives', 'feedback', 'approach', 'objectives', 'government', 'promising', 'assesment', 'cart', 'before', 'the', 'horse', 'exception', 'review', 'statements', 'provide', 'feedback', 'objectives', 'it', 'will', 'review', 'statements', 'as', 'acceptable', 'basis', 'could', 'paper-pushing', 'turn', 'cart', 'put', 'before', 'horse', 'pushing', 'lightweight', 'paper', 'pushing', 'cart', 'horse']
d926	reject past	disown past	lit	lit	2.9	3.8	2.18	1.9	2.29	Joy	['inez mccormack', 'ireland', 'women of republican', 'thatcherism', 'good friday agreement', 'she', 'connections', 'are', 'kept', 'mccormack', 'connections', 'she', 'regarded', 'contingent', 'activists', 'invisible', 'contingent', 'loyality', 'evils', 'good', 'produces', 'mccormack', 'ireland', 'republican', 'people', 'produces', 'dangerous', 'together', 'thatcherism', 'campaigned', 'connections', 'produces', 'concluded', 'determined', 'communities', 'produces', 'evils', 'backgrounds', 'connections', 'activists', 'connections', 'union', 'referendum', 'battle', 'concluded', 'thatcherism', 'dangerous', 'people', 'evils', 'idealistic']
d440	drink alcohol	abuse alcohol	lit	lit	2.88	3.12	1.59	2.1	2.27	Joy	['it', 'is', 'study', 'examined', 'between', 'beneficial', 'relationships', 'observations', 'interesting', 'result', 'consumption', 'examined', 'high', 'density', 'observations', 'beneficial', 'examined', 'study', 'results', 'conclusion', 'effects', 'study', 'observations', 'measure', 'results', 'study', 'consumption', 'heart', 'disease', 'incidence', 'study', 'outcome', 'results', 'effect', 'conclusion', 'effects', 'consumption', 'relationship', 'cholestoral', 'disease', 'results', 'effect', 'possible', 'observations', 'conclusion', 'consumption', 'study', 'observations', 'population', 'cholesterol']
d608	forget trouble	drown trouble	lit	lit	2.35	2.83	2.0	2.0	2.13	Joy	['bad', 'getting', 'feared', 'believed', 'incapable', 'even', 'of', 'would', 'done', 'in', 'circumstances', 'business', 'action', 'orders', 'debts', 'subterfuge', 'headlong', 'naive', 'tactless', 'bide', 'bide', 'time', 'weeks', 'pass', 'encouraged', 'believed', 'naive', 'tactless', 'incapable', 'apprentice', 'tom', 'subterfuge', 'charles', 'jessica', 'business', 'naive', 'horses', 'react', 'drunk', 'headlong', 'incapable', 'business', 'andover', 'feared', 'circumstances', 'business', 'action', 'recieved', 'orders', 'react']
d240	have smile	wear smile	met	lit	3.31	3.98	2.84	3.07	2.48	Joy	['the', 'chalet', 'each', 'with', 'and', 'expected', 'fitted', 'each', 'view', 'guides', 'our', 'room', 'showing', 'facilities', 'bikes', 'facilities', 'mountains', 'massage room', 'bikes', 'trails', 'expected', 'clean', 'fitted', 'view', 'trails', 'expected', 'view', 'guides', 'pace', 'ensured', 'expected', 'room', 'view', 'facilities', 'garage', 'chalet', 'expected', 'securely', 'trails', 'ensured', 'chalet', 'facilities', 'ducasi', 'securely', 'guides', 'mountains', 'chalet', 'view', 'trails', 'guides']
