DiscourseId	Discourse
d84	This came as a complete shock, since I understood that no award was to be made this year. However, I was honoured and delighted to be the recipient of this prestigious award. My thanks to all concerned. Then on to the main event. Again the adult dogs were paraded and lined up for the entrance of the judge. Judging commenced with seven sets of three dogs competing and one set of two. Again numbers were whittled down to a final four. The [...]
d85	Ivans reached over, clicked a row of red safety switches down, all except the last one. His finger poised above it, calling to be pressed. Ivans surrendered to the temptation, and applied the weight of his finger to the switch. The gleaming silver leaver clicked, turning a circuit on, which activated relays, which activated an entire series of commands. The screen abruptly erupted with static, then the fuzzy snow like images settled down and a 3D image of Tyranza, with its two [...]
d86	It aims 'to identify and promote strategies that prevent child poverty in the United States and that improve the lives of low-income children and families'. The site has FAQs about poverty, data sheets, and a 'Data Wizard', as well as sections on demography, economic security, and family stability. A large number of publications and reports are available in PDF format (which requires the use of Adobe Acrobat Reader to view). Resource Type : Academic departments,Research projects/centres Location : United States Latitude : 38 Longitude : -98 http://www.nccp.org/ Rural Development Instructions: This site hosts the revised and final instructions for rural development proposed by theRural Development of U.S. Department of Agriculture (USDA). 'Rural Development is committed to helping [...]
d87	The Boulby Underground Laboratory for Dark Matter Research has constructed the world's most sensitive dark matter detector and placed new limits on the detection of dark matter particles. How did the Universe evolve into the form we see today? Current theories,supported by recent observations, suggest that the first galaxies must have formed when the Universe was a few hundred million years old. But just how did the galaxies we see today arise from pre-galactic structures and how did the very first stars form? A priority for the next 10 years [...]
d88	Glastonbury and other big festivals had stalls where you could buy recordings of bands who had played only hours before! It was not until the Early 90s that these stalls were raided and the festival bootlegs declined. By Then a new format was revolutionising the industry Bootleggers were quick to realise the potential of CDs and the record companies were desperately slow. Instead of promoting the new format with innovative releases record companies planned to make it impossible to bootleg, as every pressing plant was supposed to leave a unique signature on it's discs. The system failed and soon Live CDs [...]
d89	Chronic bronchitis is often made worse by bacterial or viral infections, which often affect the chest. It therefore tends to be worse in winter when viral infections such as colds and flu are more common. Emphysema Emphysema is another form of lung disease. Like chronic bronchitis, in most people it is caused by smoking, which damages the elastic supporting structure of the air sacs within your lungs. About two percent of people with emphysema lack a protein called alpha antitrypsin. The absence of this protein makes people more likely to [...]
d90	In practice, its brutal methods have been directed largely against the region's civilian population. Its fighters have pillaged and burned entire villages, carried out massacres, mutilated people and, most notoriously, abducted children. The UN Children's Fund (UNICEF) estimates that 25,000 children have been kidnapped by the LRA since the conflict began, nearly half of them since 2002. Abducted boys and girls have been forced to fight and serve as porters, while many girls have also been pressed into sexual slavery. The [...]
d91	We have seen hearts broken by sarcasm and neglect. We have seen the crushing effects of criticism upon those needing reassurance and encouragement. Most of us do not escape life without being deeply touched by such actions from others. But how incredibly sobering it is to see ourselves in these actions of others, to realize that we are guilty of the very things that may have hurt us deeply! We, too, are responsible for spreading the flames of a [...]
d92	"Sambo was a derogatory term. It is no less so now. In ""the old days"" it was very nearly always intended to be. I suppose it's quite significant that you feel you can say you applaud this use of insensitive terminology, but in doing so aren't you undermining the efforts of generations of rightminded people? And risking pushing us back several decades? My [...]"
d93	One can be uneducated and illiterate, and still be wise and sensible. All this is, I hope, not over the heads of the Guardian and its Religious Affairs Correspondent. Illiterate, too, may mean illiterate in English, but not illiterate when it comes to reading the Koran. The Guardian's line of reasoning is quite spurious and designed to deceive. It was not a supposed majority in one part of the country which [...]
d94	"Their sources added there may be ""many snipers"" and not just the one. BULLDOZER: Iraqi forces are going smash through jihadi defences. Women in burqas were part of the death squads operation as they hid pistols beneath their veils and shot down ISIS fighters in brave attacks at checkpoints. A squad of gunmen shot down the head of the cult's Caliphate Cubs wing in a broad daylight attack which left warlords living in fear - with ISIS leader Abu Bakr al-Baghdadi refusing the travel anywhere without armed guards. Rebellious youths have also reportedly began forming ""combat detachments"" in a bid to purge the cult from Mosul and a mysterious [...]"
d95	The chalets scattered round the southern half of the island were extremely comfortable. Above all though, the lasting impression should be one of tranquillity and relaxation. Perhaps the most exacting thing one had to do was remove one's shoes on entry into any of the buildings and wash your feet in the basin of water left outside each front door. If the strain of that is all too much, then sit on the wooden veranda, iced beer in hand, gazing out to the horizon and watch the distant moon rise like a giant inflating marsh mallow.... I defy you not to [...]
d96	If so, why guess when your business can find out what it needs to know? PRV can help. When making strategic decisions, one important economic indicator is the analysis of patents. Foreseeker is an analysis method developed by PRV which aims to simplify the study and analysis of technological development by using patent applications. A Foreseeker analysis is based on patent data and its results respond to a number of strategic questions. It also includes the use of mathematical methods to [...]
d97	Further as you are buying from registered EU pharmacies you can be assured that all relevant duties are prepaid within the European Union and there are no extra costs. Body Care Herbal Fusion brings you the ultimate in herbal health and beauty products. All our treatments are carefully selected for their quality, effectiveness and individuality. Tooth Care Europes Best Selling Tooth Whitener. The Italians are known for style, and that includes [...]
d98	This also puts a sense of doubt in British Muslims as to whether they are even allowed to start voicing their opinions about these legislations without being labelled as extremists. Thirdly, it is imperative that we understand the diversity, breadth and conviction of British Muslim views. One major view is that deprived Muslims around the world are being forgotten and are frequently suffering from acts of terrorism. Muslims often get caught in the middle of a conflict between world powers or are subject to degrading treatment. To many within our country, there is considerable doubt over the legitimacy of the war with Iraq. Is this [...]
d99	Bruce Dyer 48th Dyer again 60th Craig Hignett 84th Final result Birmingham 0 Barnsley 4 This all but books Barnsley's place at the Wembley stadium Playoff final on Bank Holiday Monday. Theres a game at Oakwell that will be a party for the loyal fans, then it's everyone down to North West London in red and white for the real battle.. Ayup willbe there. Yorkshire Teams Elsewhere Premiership All down to the last game for Leeds and Bradford, with the game at Bradford City holding the key to the fate of both clubs. Bradford need a win against a Liverpool side trying to catch Leeds United. For Leeds, their [...]
d100	This unexpected discovery is the outcome of a study into how group processes combine with alcohol consumption to affect risk attraction among young people. The results of the study, which was conducted by Professor Dominic Abrams, Tim Hopthrow, Lorne Hulbert and Daniel Frings at the University of Kent, indicate that with moderate social drinking groups may provide an informal means of mutual regulation and monitoring that can offset some aspects of 'alcohol myopia'. Professor Abrams explained: Until now, research on the effects of alcohol has focused largely on individuals. For example, as a result of [...]
d101	Keith Moran, leader of The British Way, is initially sceptical about Adam, suspecting him of being a journalist. He takes Adam bird watching while other members of the party search Adam's flat. As a warning to Adam, Moran mentions that the body of the last infiltrator has never been found. Luckily the legend has been well constructed, right down to his Auntie May who lives in a safe house nearby. After a child is murdered in Hull by an asylum seeker, [...]
d102	Both men quoted somewhat largely from Scripture, and now and then made use of a phrase leading to the belief that at some time or other they had preached in village pulpits. [...] During 1872 Charles Jay toured numerous Essex villages, and to audiences of agricultural workers, often numbering 300 or more, he spoke of the advantages from united action. At one meeting, for example, he and Joseph Arch (the chairman of the National Agricultural Labourers' Union) promised that he would guarantee to those who joined the union 13/- a week in winter and 15/- in summer. If they could not get these wages the Union would support them in the unfortunate event of a strike. Jay's belief in migration of the labourers was reinforced in 1873 when he was appointed an agent of the Queensland Government to [...]
d103	"Their goal is clear: To cause chaos in Egypt and bring down its democratic system, a system that had once brought them to power, however, their reign was neither fruitful nor remarkable. It was less than mediocre; disastrous. To avenge themselves, they are trying to spread poverty and destruction by spreading false information or ""alternative facts,"" as Kellyanne Conway, Counsellor to Donald Trump would call them. In short, the spread lies with the aim of scaring and terrorising people and bringing down morale, with the ultimate goal of ensuring that Egypt does not progress. Doha's regime and the Muslim Brotherhood have repeatedly attempted to destabilize Egyptian society and [...]"
d104	If they share most basic assumptions, so that it is easy to arrive at clear-cut, mutually accepted definitions of terms, then facts and logic come to the fore. The argument is mostly a matter of filling in missing information and identifying unrecognized inconsistencies in one position or the other. But there is a whole other challenge when the disputants do not share assumptions and their meanings are subtly divergent. Then, before the task of engagement can be reduced to a factual and logical exercise, each person must find a way to make his terms conceivable to the other. This typically requires the use of metaphor; only through a kind of cognitive leap can we [...]
d105	"Furthermore, the work had also sat in a New Jersey basement for years. But after the homeowners died, their adult children hired Nye and Co. to comb the property for valuables. Nye paid the residence a personal visit, but the Rembrandt-in-disguise didn't stick out among offerings like old furniture, silver, and other artworks. And ""at no point prior to the sale did anyone show any interest in the painting,"" the appraiser later said in a statement. ""We had absolutely no inquiries, nor did it [...]"
d106	M. Robertson and Joseph McCabe, figure prominently in these pages. But as each of them has already received book-length treatment, the former edited by G. A. Wells ( RPA , 1987), and the latter from Bill Cooke himself (Prometheus, 2001), this volume is specially valuable for bringing other important, but largely forgotten, personalities back to life. If the recent history of the RPA has been more embarrassing than glorious, Bill Cooke makes it clear there is plenty over the longer term to evoke our pride and gratitude. I cannot urge readers too strongly to get and [...]
d107	The local council was involved in all boroughs to a greater or lesser extent. In each, two community groups or schools were selected: one contact in Greenwich failed to develop. The team met with each group to draft the question that would be answered. In the second phase the team analysed data and recruited additional data where necessary. Stage 3 involved a further series of workshops to feed back the results to the communities and schools and to [...]
d108	Kidneys can come from people who die as a result of accidents, from head injuries or from strokes, and who have expressed a wish to help someone after they die by donating their organs. The other source of kidneys is from a relative (e.g. a brother, sister or parent) or spouse (partner) who wants to donate a kidney and who has the right blood group and suitable kidney cell markers (the tissue type). Because of the shortage of suitable dead (cadaveric) donors we are performing more transplants from living donors than ever before. Can I catch anything from my transplant? All potential donors are carefully screened to make sure that you cannot [...]
d109	"Managers haven't said, ""build me a new technology because much of our data is locked inside an unstructured store. Oh, and please call that solution 'knowledge management'."" Instead it has arisen simply because so many people become frustrated because they: sit at a computer attached to the company network desperately need some information in order to work efficiently know that the data is in there somewhere simply can't get to it. A perfect example Suppose that you identify a skills shortage within your company - for the sake of argument that skill might be a familiarity with TCP/IP. You know that someone, somewhere in your company has the necessary skills and could either [...]"
d110	"Warm weather reduced the number of calories needed for survival and encouraged people to move from one place to another. ""Ranks of beggars and roaming people swell enormously during the summer."" Like other asocial groups (nobles as bandits, mercenaries as soldiers and bandits), vagabonds spread all over fifteenth-century Europe. The difference in France was perhaps the scale. The devastation of the generations-long [...]"
d111	"Marx goes on to summarise the communist critique of the false bourgeois conceptions of freedom, individuality, culture, the family and education, attacking in particular the oppression of women within bourgeois society. After this, he outlines the nature of the proletarian revolution, ""to raise the proletariat to the position of the ruling class, to win the battle of democracy"", and identifies the resulting state with ""the proletariat organised as the ruling class"". The 10-point political programme for the first steps of the revolution with which this section ends, is interesting mainly for its surprisingly mild character. Clearly, Marx does not consider revolution as a sudden overnight transformation, resulting from some kind of coup d'État, however violent it might be. He refers to the situation following a prolonged historical transition, when in the course of development class [...]"
d112	An auditorium will shared by the Lyric Opera and the State Ballet, plus, glory be, a separate facility all its own for the company, school and administration. Bolender commenced The State Ballet as a cross state venture, playing a three season programs in both Kansas City and St. Louis. He started with a nucleus of a dozen dancers, and the company roster has grown to twenty-two with three adult and four student apprentices. The name State Ballet of Missouri itself dates from 1986. In its eighteen year existence, the company [...]
d113	The 1970s were a period of marking time. The Heath government of 1970-74 did not rely so much on irregular advisers, but continued to have some. Its main innovation was the Central Policy Review Staff, under Lord Rothschild, which was meant to give the prime minister and the cabinet non-departmental views, especially on longer term issues. It was composed of a mixture of political and civil service appointees; but their bias was would-be technocratic and interventionist, rather than partisan. It was abolished by Margaret Thatcher -- largely it was thought out of pique when she blamed it for [...]
d114	With one of the agri-giants reputed to be developing a courgette with a human conscience, this book examines the far reaching implications of genetic engineering. Customer Rating: Review Summary: A must read for anyone who eats (and thats everyone! Review: This is a well written book that provides the facts about modern genetically modified foods such as corn and soy and explores the different avenues by which these foods can be harmful to us as well as other animals. The book does not tell you what you should do, but it really does not have too because the evidence the authors provide is so compelling, that anyone who reads this book will think twice about their next purchase at the store. The book also explores the nature by which large corporations such as Novartis and Monsanto are able to [...]
d115	It will likewise face the same challenge in the more populous Iran and if it tries to take on the emerging superpower of China the backlash might lead to full scale military activity. When the smaller poorer nations of the world cannot get their hands on the black stuff to help feed, clothe, transport and employ their own burgeoning populations are they going to wait for aid to come, wait for outside assistance and hope the price of crude falls once more, are they going to remain quiet and just on with things or are they going to fight their neighbours to seize whatever energy resources it can? Pestilence - We quite rightly place great pride in the advances in medical science in the past 50 years. The risk of [...]
d116	Oil is Venezuela's largest export and the US buys about 1.5m barrels a day, making it the fourth-largest supplier of American oil. This is Mr Chavez's second noisy diplomatic spat in as many months. A war of words broke out earlier this year between Colombia and Venezuela, after the abduction of a leading member of the Revolutionary Armed Forces of Colombia, Farc, in Caracas. Mr Chavez said Colombia had violated Venezuela's sovereignty, while Colombia's right-wing government accused Mr Chavez of harbouring members of the Marxist organisation. Mr Chavez threatened to [...]
d117	It can be numbers or letters and words on a piece of paper. It can be bits and bytes that are stored in electronic memory (working memory or stored to disk), in an electronic system, or it can be individual facts and memories that are stored in a person's brain. In a computing context is the binary, machine-readable information that is stored and read. While there are often distinctions made between plain text ASCII files and what are considered data files, both are stored as binary bits and bytes at the machine level, and are therefore both within the realm of what we are discussing. These [...]
d118	Every time we get towards the edge of human understanding, there it is: medicine, environmental modelling, cosmology, fluid dynamics, cognition all have their massive sets of cheap processors grinding away in the darkness, pressing out into the light. It's also a great tool for turning pure human will into machinery. Take the story that an ad-hoc network of volunteers are busy decoding some old and uncracked Kriegsmarine Enigma messages from U-boats in World War II. There can be nothing less urgent than a daily report from a captain hiding in the middle of the Atlantic sixty years ago, and in the normal run of things it would be impossible to get enough official resources to make this happen. But that doesn't matter: it's within the capability of enthusiasts to write some client code to [...]
d119	"I went through the Zionist literature, I can prove what I say. ""And you can write that I am disgrace to humanity, I don't mind, on the contrary. Let's make a deal: I will do all I can to expel the Arabs from here, I will do all I can to increase anti-Semitism, and you will write poems and essays about the misery of the Arabs and be prepared to absorb the Yids I will force to flee to this country and teach them to be a light unto the gentiles. How about it? It was there that I stopped C.'s monologue for a moment and expressed the thought passing through my mind, perhaps more for myself than for my host. Was it possible that Hitler had not only hurt the Jews but also [...]"
d120	This was especially true on the occasions when Gogol's imagination ran away with him and he would suddenly change roles, often from week to week. As a young man in 1829 he published a long poem, Hans Kuchelgarten, to bad reviews. Mortified, he left St Petersburg for Germany, claiming in a letter to his mother that he was fleeing due to his unrequited love for a woman with 'a radiant face'. He drew a vivid picture of the suffering of a lover, which, however, he instantly forgot, and in his next letter told her that the main reason he had come to Germany was for his health. His mother not unnaturally concluded from these two strange missives that her son [...]
d121	I shall be sorry for the doorkeeper if Michael finds out that he wasn't there. Now then, lad, for a canter. We mustn't go too fast while we're near the town. Once, however, outside the city, we ran little danger, for everybody else was inside, merry-making; and as the evening fell we quickened our pace, my splendid horse bounding along under me as though I had been a feather. It was a fine night, and presently the [...]
d122	"If you like that kind of language. This distinction can easily be highlighted by extending the example: string obj1 = ""Hello, world""; obj1 = ""Hello, sailor! At this point it becomes clear that the first answer to the question is incorrect - obj1 is referring to different strings after each line, even though it is obviously the same variable in each case. If you are a fan of functional languages with referential integrity, now would be an appropriate moment to sneer. Thank you. This example [...]"
d123	And you will see in some of the papers this morning the reports of the possible findings of enriched uranium in Iran at the moment. Now this is really dangerous. If states such as this acquire a nuclear weapons capability, that is a huge threat to the region they are in and to the wider world. In respect of North Korea, at the present time they are not co-operating at all. They [...]
d124	Yellow should be yellow and not a muddy, brownish yellow left over from yesterday's paint. When a child approaches the easel they should find it set up as if at the beginning of the day, even if they're visiting at the end of the day. So you need to consider how you maintain and staff the easel throughout the day. For variety, try offering a choice of shades, for example, a light and dark green. Consider how your [...]
d125	These are now a set of THREE booklets available by POST from The Pancreatitis SUpporters Network. As soon as I receive enough copies for all of you I will do a mailing to everyone in the Network of the same. As I hold information about you on computer (Names and Addresses and Telephone Numbers) I have had to register the Network with the Data Protection Agency, this is to protect you from anyone gaining unlawful access to your details and hence the reason why I asked you earlier on if you had any objections to me supplying everyone else with your name and address. Note: I did not say telephone number as I thought people would be happier to make initial contact by letter. Further to this I would like to [...]
d126	And then shall all the angels come before your face and serve you. And Satan with all sins, diseases and uncleannesses shall depart from your body. Go, eschew your sins; repent yourselves; baptize yourselves; that you may be born again and sin no more. Then Jesus rose. But all else remained sitting, for every man felt the power of his words. And then the full [...] 
d127	Form & Function, 20th Century, Room 72 HISTORY, PERIODS & STYLES Form Follows Function, 20th Century, Room 72 Level: 3 All rooms in History, Periods & Styles: The objects on permanent display in this room were made between 1965 and 1990. It was a time when Modernist notions of function were in question and the issue of the interplay of form and function in design was much debated. The maxim 'Form Follows Function', has been central to the 'Functionalist' aesthetic of the 20th century. All the 20th century rooms showcase objects designed for the home and everyday life. They illustrate the interweavings of art and industry and aim to [...]
d128	Cannabis is the most widely used illegal drug in the UK and is normally smoked or eaten. It relaxes you and can be hallucinogenic. It is a natural substance and its strength can be unpredictable. Long term use can make you anxious, paranoid and depressed. It is highly likely to cause cancer, even more so than cigarettes. Cocaine / Crack Cocaine is a powerful stimulant drug, which increases your heart rate, [...]
d129	The Monterrey Consensus Document offers too little to such a world. It is not explicit either on control of financial markets or on the promotion of equity and human rights as factors in world trade. There is not even an explicit time frame to meet the commitments set out in the document. We believe that this is what this world expects from the nations and global economic institutions related to financing for development. It is also evident that the drastic financial liberalization, that has so significantly [...]
d130	When Andy reports this to the guard, he simply shrugs and lets the kid go. Striking up a friendship with sickeningly passionate students Arthur (Michael J Fox, TEENWOLF; BACK TO THE FUTURE) and Deneen (Erin Flannery, THE INCUBUS), Norris holds the respect of most of his class. That is, aside from Peter (Timothy Van Patten, ZONE TROOPERS) who seems intent on making his presence felt before leaving the class prematurely, with his punk rock disciples in tow. Peter runs a drugs racket in the school and at the local punk night-club where he holds court in a back-room, sat behind a desk like Brando's Godfather, listening to the promises and pleas of drug-hungry teens desperate for their fix. When not [...]
d131	"Buy Membership for Basic Science Category to continue reading. Learn more here. ""Chase Tyler has been the object of Marcie John's desire since grade school...when it came time to settle down, Chase chose another woman to be his bride. But things have a way of taking a tragic turn for the Tylers. In an instant, Chase's life is changed -- abruptly and irreparably. avaged by grief ...Chase abandons the family business, wanders aimlessly on the rodeo circuit and tries to [...]"
d132	It takes less of it for women to feel the effects, although it does not always feel so because, with regular drinking, tolerance to alcohol can increase - meaning that you may need to have more alcohol to achieve the same effects as previously. Women who have professional careers are twice as likely to double the recommended level of alcohol intake. There seems to be a correlation between greater stress and consuming alcohol. Mothers are finding themselves having to compromise between being an 'at home' mother or juggling both career and child rearing. Women between 18-24 are particularly likely to [...]
d133	It has been known to happen, but generally no. Our contributors let us use their writing for various reasons, but for now receiving money isn't one of them. Half a dozen of our writers, previously unpublished, have gone on to find paid writing work with established paper magazines at least partly on the basis of their work for us (but mainly because they're good writers). Others understand the benefits of having their poetry or prose showcased in a high quality literary magazine with a decent international readership. Still others contribute for the sheer pleasure of [...]
d134	I'm printing on epson glossy paper using the XRITE-Profiles. I also tried , semigloss papers and original epson profiles shipped with the printer. The orange / yellow cast remains. If i understand you right, then the calibration of a newer monitor should deliver a profile which has more or less the gammut of sRGB? This is an interesting topic. Do you have a proposition how accurate [...]
d135	These new profiles provide the framework for how we will respond to the proposed national pay system and pay progression within the new system. We have for the first time developed new job descriptions that reflect the actual work that staff do on a day to day basis, but more than that, pushes staff to develop new skills within a supportive framework that enhances the patient experience. We have with the staff identified over 100 ideas aimed at improving the service and the working lives of staff employed within our PCT. We are now at the stage where we are actively considering the impact this new initiative will have on our training and development activities. We aim to launch a new training directory in the autumn, which will link our educational activities to the national competency framework. The work we have undertaken [...]
d136	Would have thought that was blindingly obvious, but hey, try this for size. PADI notices a massive increase in medical incidents directly related to a skill and stop said skill. Are you honestly telling me that the UKSDMC would ignore it and wait till one of the agencies in there remit had similar problems? Or maybe they (like us) see ALL agency info as good imput and make decisions accordingly. I think its incredably naive to suggest that what other agencies do have no bearing whatsover. See... you've changed the subject again! ...and tried to [...] 
d137	But what does the need for anti-war government mean right now? What can we do to bring it about? For the anti-war movement, for all of the people involved in this broad movement it means to strengthen their unity and keep the initiative in their own hands. Literally it is embodied in the demand to bring the troops home now. It also means to organise our selves to win the battle for the hearts and minds of the people against the propaganda with which they are trying to [...]
d138	Time is on your side. There's not space here to list all the things you ought to do, but with common sense and some valuable time you can work it out for yourself -- in fact, researching stress, time management and health will ensure that the knowledge becomes embedded in your mind and good attitudes become a habit. Don't become too obsessed with health: balance your life on your terms. One last recommendation is to laugh a lot. Listen to your favourite radio programmes or CDs in your car, try to remember some old jokes, lighten up. Your customer is going to like you more if you [...]
d139	Each of the Northern Transvaal samples did manifest a slightly higher degree of both uncertainty and a 'sense of threat' which does fit with the attitudes one would expect given the enormous political change they were facing. In both territories, those who were uncertain about the future were more likely to feel their community was under threat; this accords with the hypothesis that people will manufacture generalised beliefs to help them cope with an uncertain and confused situation. This latter theory may also explain the prevalence in all six fieldwork congregations of the belief that Afrikaners/Protestants were being discriminated against in terms of jobs because of affirmative action policies in South Africa and fair employment legislation in Northern Ireland. There was a correlation in both the aggregated fieldwork samples between one's degree of 'alienation' and one's theological stance; the theologically 'conservative' were more likely than their 'liberal' counterparts to feel alienated from the political system. This is perhaps not surprising, given that those who take the Bible very literally are probably more likely to feel the [...]
d140	"An effective search engine marketing strategy leverages the advantages of all of the major search engines and their advertising channels including natural and paid. Why? Here are three essential reasons why you should expand your search engine marketing strategy beyond just Google, paid search or any other singular search engine marketing strategy to encompass the broader opportunities available for y our business. (1) Paid versus Natural Search: Relevancy and Conversion A common strategy of search engine marketing companies and Internet marketers is to bid for the top paid search listing in Yahoo Search Marketing (formerly Overture) or Google Adwords as a way to acquire the perceived ""bread and butter"" position in the search results page. The concept is that a search [...]"
d141	"In their eagerness to drink deep of the fountains of pleasure they did not mind ruining themselves in the theatres and gay quarters. Artists also tried to seek the beauties of art in men. This was palpably wrong. Art that lost Mother Earth to follow frivolity must be considered as a deplorable art, for artifice, however elaborate the painting, is not comparable to the beauties of Nature. It was Ichiryusai Hiroshige who discovered the ""lost earth'' in the midst of this general decadence of art and [...]"
d142	Peter Shaffer is one of the most successful playwrights now writing, and it is perhaps his mainstream box office success that has caused his work to be so scantily treated by critics. In 1973 Peter Shaffer wrote Equus, which opened at the National Theatre and quickly attracted popular acclaim. Within a year it was moved to Broadway where it ran for over a thousand performances, winning the Tony Award and the Drama Critics Award for best play. In 1974 Sir Anthony Hopkins' acting career was launched in the USA making his debut in Equus playing Dr. Martin Dysart winning the New York Drama Desk Award and the Outer Critics' Circle Award for best actor. He later [...]
d143	With Norton Internet Security 2001, Symantec aims to provide a complete package of countermeasures comprising three main products offering firewall, anti-virus and information privacy utilities. Originally released last year, version 3 sees improved intrusion protection, a handy Security Assistant, the ability to create a Trusted Zone for computer networks and a pop-up Alert Tracker. Installation is simple and each utility is accessed easily from a single interface. The Security Assistant immediately comes into action by [...]
d144	When your mother returns you never regain that closeness, until one day she is murdered years after the war has passed. Such an existence is foreign to nearly all of us. Yet the themes present-parental issues, friendship, social confusion, peer pressure, heartbreak-are universal. There are hundreds of volumes of historical nonfiction about World War II. Yet in Michael Ondaatje's novel, Warlight, we shed the macrocosm to home in on how [...]
d145	If you can't get 'on the plane', you'll use about a million litres per mile. And everyone will be sick on the way out and back. And you'll miss slack water. And anyone with DCI will die in the boat - probably of old age. I wouldn't worry too much about mileage when using the boat with a full complement of divers, it will be expensive anyway. A boat is just a hole in the water you [...]
d146	She has published two books on Romantic topics: Shelley and Greece: Rethinking Romantic Hellenism (Macmillan, 1997) and Lives of the Great Romantics: Keats (Pickering and Chatto, 1997). Dr Wallace's other main research interest is in the classical tradition and in our continuing fascination with Greece, ancient and modern. She has published articles on Greek tragedy, on the hellenism of Matthew Arnold and on the imaginative power of Illyria, and she is continuing a study of the excavation of Troy. She is also preparing a book on women and the classics, and has written essays on two bluestocking writers, Elizabeth Carter and Elizabeth Barrett Browning. Each year, she takes groups of Peterhouse students, studying the Tragedy paper with her, to productions of Greek tragedy in London or Stratford and, as joint secretary of the Cambridge University Greek Play Committee, which [...]
d147	As Clinton went from strength to strength, Bush failed to struggle out of that image of being weak. Too weak to fight against recession. Too weak to finish off Saddam Hussein. Too weak to even avoid humbling himself in front of the Japanese. Of course, there are other factors which [...]
d148	Then I was devoutly and sentimentally attached to a particular wing of a political party. Now with broken wing I walk more freely through the wide open fields of political options I could not have imagined myself considering a few years ago. Now chastened and somewhat more aware of the transpolitical nature of ordination, I am learning belatedly (out of the countercultural tradition from Polycarp to Menno Simons) some measure of political repentance, mostly in the form of silence, after sinning much politically. That itself is a vast political decision, to turn from partisanship toward political engagement along different lines: teaching the written word. Now I [...]
d149	On 8th September Dr Picardo wrote a further letter in which he reiterated his belief that the claimant had suffered a mild whiplash injury. He appended a small anthology of studies which tended to suggest that there was no strong correlation between the extent of vehicle damage and injuries in minor collisions. He did not comment on Mr Newman's report as such. On 15th October the claimant' solicitors evinced for the first time a wish to call a more specialist expert. In due course they [...]
d150	"One of its key proposals is abolishing the fixed retirement age, which Andrew Smith described as ""increasingly anachronistic"" and encouraging workers to work pass the present statutory retirement age. This proposal and the way in which it is presented reflects the Government's approach of dragging workers' conditions back into the 19th century while shouting slogans of ""modernisation"" and ""moving into the 21st century"". The Green Paper also proposes raising the pension age of public service workers from 60 to 65 for new entrants, while not ruling out that at some later date this could be extended to existing public service workers like teachers and nurses. It also floats the balloon of raising the state pension age to 70, while making no definite proposal to do so. Clearly the government is [...]"
d151	Moreover, it provides prudent, conservative and profitable betting advice. It has a discipline which no person can match. It has no worries or fears about certain aspects of a horse's form. It looks at each area calmly and dispassionately before reaching its conclusions. The fact that it may be on a winning roll or indeed on a losing streak (yes these do happen!) will not [...]
d152	In 1798 the Ulster magistracy had been found wanting but in the immediate aftermath they seem to have found a role in assessing compensation on a very substantial scale. Admittedly, it is unlikely that this would have appealed to rebels and their sympathisers but it surely did to others in Ulster and perhaps elsewhere. At the very least, Curtin's and Bartlett's research suggests that an examination of the role of the magistracy in the aftermath of the rebellion might yield some interesting results. There are two other essays to be considered. Tommy Graham [...]
d153	Far removed from 'everyone join in clappiness' of some gospel recordings, Dion 's songs are characterised by often stark honesty. He explains and thanks, rather than preaching, about his experiences. He's The One, Center Of My Life and The Truth Will Set You Free from INSIDE JOB all set out his stall effectively whilst retaining his cool rock edge with sparse but sharp instrumentation. The fuller sounding ONLY JESUS continues the themes, but with the emphasis firmly on Dion 's view of Jesus rather more than his own failings. With these gospel recordings, Dion did not [...]
d154	This will be used to derive information and guidelines for the education of health professionals who counsel women in preparation for mastectomy and reconstruction. Findings Qualitative data analysis identified 3 styles of decision-making. This was used to classify women according to the way in which they had made their decision for or against breast reconstruction: 1. immediate/instant decision-makers (n = 78),- these women reported making easy, intuitive decisions whilst still in the consultation in which reconstruction was first discussed. Typically, one option was sufficiently salient as to facilitate a quick decision, yet factors such as hospital systems also appeared to facilitate this style of decision-making. These women sought information only after they had made their decision and this was a selective search that avoided information that might [...]
d155	"Only last week, Defence Minister Hazem Al-Shaalan told reporters in Cairo that the elections could still be delayed if Egypt was willing to mediate with the Iraqi Sunnis in order to secure their participation. We have asked our Arab brothers, particularly in Egypt and the Gulf countries, to get Iraqi Sunnis to participate in the elections, and if such participation requires a delay to the election date, then it could be delayed"" . Indeed a boycott by Sunni parties, and voters, remains a very large threat. There had been hopes that the (Sunni) Iraqi Islamic Party (IIP) would take part, but they have just announced they will be joining the boycott. This is a severe blow to any threads of legitimacy that the government resulting from the elections might have. US officials [...]"
d156	"Malcolm also managed to take a break and trek to the Everest Base Camp. He says, ""I will certainly take back very great memories as a reward for coming to Nepal. Christine, who stayed on in Kathmandu while he was away, says she had a wonderful and relaxing stay. I enjoyed all the things that Kathmandu has to offer, the temples, the streets and the friendliness of the people,"" she says. From here they go next to India and may bike it back through Tibet and China or take the boat to Southeast Asia depending on the political situation before reaching New Zealand. An amazing couple who responded to that longing inside them to [...]"
