WorkerId	DiscourseId	Expression.Lit	Expression.Met	Original.Expression	Category.MetLit
w4	d242	discuss idea	float idea	met	1
w2	d243	improve economy	boost economy	lit	5
w15	d243	improve economy	boost economy	lit	5
w43	d243	improve economy	boost economy	lit	3
w31	d243	improve economy	boost economy	lit	6
w17	d243	improve economy	boost economy	lit	5
w42	d243	improve economy	boost economy	lit	4
w25	d243	improve economy	boost economy	lit	4
w29	d243	improve economy	boost economy	lit	1
w47	d243	improve economy	boost economy	lit	3
w70	d243	improve economy	boost economy	lit	1
w40	d243	improve economy	boost economy	lit	3
w30	d243	improve economy	boost economy	lit	4
w50	d243	improve economy	boost economy	lit	1
w28	d243	improve economy	boost economy	lit	4
w4	d243	improve economy	boost economy	lit	3
w47	d244	mess show	mess reflect	lit	4
w15	d244	mess show	mess reflect	lit	1
w2	d244	mess show	mess reflect	lit	5
w4	d244	mess show	mess reflect	lit	3
w29	d244	mess show	mess reflect	lit	4
w17	d244	mess show	mess reflect	lit	4
w43	d244	mess show	mess reflect	lit	5
w42	d244	mess show	mess reflect	lit	4
w51	d244	mess show	mess reflect	lit	2
w25	d244	mess show	mess reflect	lit	2
w70	d244	mess show	mess reflect	lit	1
w50	d244	mess show	mess reflect	lit	1
w33	d244	mess show	mess reflect	lit	6
w31	d244	mess show	mess reflect	lit	5
w40	d244	mess show	mess reflect	lit	3
w2	d245	improve economy	boost economy	met	4
w42	d245	improve economy	boost economy	met	3
w31	d245	improve economy	boost economy	met	2
w43	d245	improve economy	boost economy	met	2
w25	d245	improve economy	boost economy	met	1
w4	d245	improve economy	boost economy	met	3
w29	d245	improve economy	boost economy	met	2
w47	d245	improve economy	boost economy	met	2
w34	d245	improve economy	boost economy	met	1
w33	d245	improve economy	boost economy	met	6
w15	d245	improve economy	boost economy	met	2
w50	d245	improve economy	boost economy	met	2
w40	d245	improve economy	boost economy	met	4
w17	d245	improve economy	boost economy	met	5
w70	d245	improve economy	boost economy	met	1
w25	d246	practise profession	follow profession	met	3
w51	d246	practise profession	follow profession	met	2
w43	d246	practise profession	follow profession	met	4
w4	d246	practise profession	follow profession	met	6
w2	d246	practise profession	follow profession	met	5
w31	d246	practise profession	follow profession	met	6
w70	d246	practise profession	follow profession	met	3
w33	d246	practise profession	follow profession	met	6
w15	d246	practise profession	follow profession	met	4
w40	d246	practise profession	follow profession	met	3
w42	d246	practise profession	follow profession	met	4
w17	d246	practise profession	follow profession	met	4
w28	d246	practise profession	follow profession	met	2
w50	d246	practise profession	follow profession	met	1
w29	d246	practise profession	follow profession	met	2
w40	d247	experience freedom	taste freedom	met	3
w70	d247	experience freedom	taste freedom	met	5
w50	d247	experience freedom	taste freedom	met	5
w31	d247	experience freedom	taste freedom	met	6
w17	d247	experience freedom	taste freedom	met	5
w43	d247	experience freedom	taste freedom	met	4
w2	d247	experience freedom	taste freedom	met	5
w33	d247	experience freedom	taste freedom	met	6
w29	d247	experience freedom	taste freedom	met	1
w15	d247	experience freedom	taste freedom	met	4
w25	d247	experience freedom	taste freedom	met	4
w4	d247	experience freedom	taste freedom	met	4
w34	d247	experience freedom	taste freedom	met	3
w42	d247	experience freedom	taste freedom	met	3
w47	d247	experience freedom	taste freedom	met	6
w4	d248	solve problem	attack problem	met	2
w17	d248	solve problem	attack problem	met	5
w2	d248	solve problem	attack problem	met	5
w51	d248	solve problem	attack problem	met	1
w70	d248	solve problem	attack problem	met	1
w40	d248	solve problem	attack problem	met	4
w33	d248	solve problem	attack problem	met	6
w25	d248	solve problem	attack problem	met	5
w42	d248	solve problem	attack problem	met	5
w47	d248	solve problem	attack problem	met	2
w50	d248	solve problem	attack problem	met	6
w29	d248	solve problem	attack problem	met	3
w15	d248	solve problem	attack problem	met	3
w43	d248	solve problem	attack problem	met	2
w31	d248	solve problem	attack problem	met	5
w70	d249	factor affect	factor shape	met	1
w15	d249	factor affect	factor shape	met	3
w34	d249	factor affect	factor shape	met	1
w43	d249	factor affect	factor shape	met	2
w16	d249	factor affect	factor shape	met	1
w2	d249	factor affect	factor shape	met	5
w47	d249	factor affect	factor shape	met	2
w31	d249	factor affect	factor shape	met	5
w50	d249	factor affect	factor shape	met	2
w40	d249	factor affect	factor shape	met	3
w42	d249	factor affect	factor shape	met	4
w25	d249	factor affect	factor shape	met	4
w17	d249	factor affect	factor shape	met	3
w29	d249	factor affect	factor shape	met	2
w4	d249	factor affect	factor shape	met	5
w42	d250	have smile	wear smile	lit	4
w33	d250	have smile	wear smile	lit	6
w17	d250	have smile	wear smile	lit	4
w4	d250	have smile	wear smile	lit	5
w47	d250	have smile	wear smile	lit	1
w70	d250	have smile	wear smile	lit	2
w50	d250	have smile	wear smile	lit	1
w29	d250	have smile	wear smile	lit	4
w15	d250	have smile	wear smile	lit	3
w43	d250	have smile	wear smile	lit	5
w25	d250	have smile	wear smile	lit	3
w34	d250	have smile	wear smile	lit	3
w40	d250	have smile	wear smile	lit	3
w2	d250	have smile	wear smile	lit	4
w31	d250	have smile	wear smile	lit	5
w43	d251	cause excitement	stir excitement	met	2
w70	d251	cause excitement	stir excitement	met	2
w15	d251	cause excitement	stir excitement	met	2
w42	d251	cause excitement	stir excitement	met	4
w2	d251	cause excitement	stir excitement	met	6
w47	d251	cause excitement	stir excitement	met	5
w25	d251	cause excitement	stir excitement	met	5
w33	d251	cause excitement	stir excitement	met	6
w50	d251	cause excitement	stir excitement	met	3
w17	d251	cause excitement	stir excitement	met	3
w29	d251	cause excitement	stir excitement	met	2
w31	d251	cause excitement	stir excitement	met	1
w71	d251	cause excitement	stir excitement	met	2
w40	d251	cause excitement	stir excitement	met	4
w4	d251	cause excitement	stir excitement	met	3
w70	d252	example show	example illustrate	lit	1
w43	d252	example show	example illustrate	lit	2
w29	d252	example show	example illustrate	lit	4
w15	d252	example show	example illustrate	lit	2
w4	d252	example show	example illustrate	lit	2
w42	d252	example show	example illustrate	lit	4
w25	d252	example show	example illustrate	lit	2
w33	d252	example show	example illustrate	lit	6
w28	d252	example show	example illustrate	lit	2
w31	d252	example show	example illustrate	lit	2
w2	d252	example show	example illustrate	lit	5
w17	d252	example show	example illustrate	lit	5
w51	d252	example show	example illustrate	lit	1
w40	d252	example show	example illustrate	lit	3
w50	d252	example show	example illustrate	lit	2
w29	d253	solve problem	attack problem	lit	6
w50	d253	solve problem	attack problem	lit	1
w40	d253	solve problem	attack problem	lit	4
w43	d253	solve problem	attack problem	lit	3
w33	d253	solve problem	attack problem	lit	6
w42	d253	solve problem	attack problem	lit	4
w17	d253	solve problem	attack problem	lit	4
w2	d253	solve problem	attack problem	lit	5
w31	d253	solve problem	attack problem	lit	1
w25	d253	solve problem	attack problem	lit	3
w4	d253	solve problem	attack problem	lit	5
w70	d253	solve problem	attack problem	lit	1
w15	d253	solve problem	attack problem	lit	3
w51	d253	solve problem	attack problem	lit	1
w28	d253	solve problem	attack problem	lit	5
w25	d254	tension increase	tension mount	met	5
w40	d254	tension increase	tension mount	met	3
w70	d254	tension increase	tension mount	met	3
w34	d254	tension increase	tension mount	met	1
w17	d254	tension increase	tension mount	met	3
w33	d254	tension increase	tension mount	met	6
w29	d254	tension increase	tension mount	met	5
w42	d254	tension increase	tension mount	met	3
w4	d254	tension increase	tension mount	met	6
w43	d254	tension increase	tension mount	met	2
w31	d254	tension increase	tension mount	met	5
w2	d254	tension increase	tension mount	met	5
w15	d254	tension increase	tension mount	met	2
w50	d254	tension increase	tension mount	met	4
w47	d254	tension increase	tension mount	met	3
w42	d255	recall feeling	recapture feeling	met	3
w31	d255	recall feeling	recapture feeling	met	6
w50	d255	recall feeling	recapture feeling	met	6
w25	d255	recall feeling	recapture feeling	met	4
w33	d255	recall feeling	recapture feeling	met	1
w4	d255	recall feeling	recapture feeling	met	2
w47	d255	recall feeling	recapture feeling	met	5
w43	d255	recall feeling	recapture feeling	met	5
w17	d255	recall feeling	recapture feeling	met	4
w2	d255	recall feeling	recapture feeling	met	6
w51	d255	recall feeling	recapture feeling	met	4
w70	d255	recall feeling	recapture feeling	met	2
w29	d255	recall feeling	recapture feeling	met	4
w40	d255	recall feeling	recapture feeling	met	3
w15	d255	recall feeling	recapture feeling	met	3
w33	d256	fate be	fate lie	lit	1
w25	d256	fate be	fate lie	lit	5
w50	d256	fate be	fate lie	lit	1
w31	d256	fate be	fate lie	lit	5
w15	d256	fate be	fate lie	lit	2
w42	d256	fate be	fate lie	lit	4
w4	d256	fate be	fate lie	lit	5
w40	d256	fate be	fate lie	lit	3
w43	d256	fate be	fate lie	lit	2
w2	d256	fate be	fate lie	lit	5
w17	d256	fate be	fate lie	lit	4
w30	d256	fate be	fate lie	lit	5
w29	d256	fate be	fate lie	lit	2
w47	d256	fate be	fate lie	lit	2
w70	d256	fate be	fate lie	lit	2
w43	d257	corrupt mind	poison mind	lit	2
w51	d257	corrupt mind	poison mind	lit	2
w17	d257	corrupt mind	poison mind	lit	4
w29	d257	corrupt mind	poison mind	lit	3
w25	d257	corrupt mind	poison mind	lit	4
w4	d257	corrupt mind	poison mind	lit	4
w70	d257	corrupt mind	poison mind	lit	6
w2	d257	corrupt mind	poison mind	lit	5
w47	d257	corrupt mind	poison mind	lit	5
w50	d257	corrupt mind	poison mind	lit	2
w42	d257	corrupt mind	poison mind	lit	4
w15	d257	corrupt mind	poison mind	lit	3
w31	d257	corrupt mind	poison mind	lit	3
w40	d257	corrupt mind	poison mind	lit	4
w33	d257	corrupt mind	poison mind	lit	6
w28	d258	fate be	fate lie	met	5
w51	d258	fate be	fate lie	met	3
w42	d258	fate be	fate lie	met	3
w40	d258	fate be	fate lie	met	4
w17	d258	fate be	fate lie	met	3
w29	d258	fate be	fate lie	met	3
w70	d258	fate be	fate lie	met	4
w43	d258	fate be	fate lie	met	4
w25	d258	fate be	fate lie	met	5
w31	d258	fate be	fate lie	met	3
w15	d258	fate be	fate lie	met	4
w4	d258	fate be	fate lie	met	3
w2	d258	fate be	fate lie	met	4
w33	d258	fate be	fate lie	met	6
w50	d258	fate be	fate lie	met	5
w40	d259	experience freedom	taste freedom	met	3
w2	d259	experience freedom	taste freedom	met	5
w33	d259	experience freedom	taste freedom	met	6
w42	d259	experience freedom	taste freedom	met	4
w51	d259	experience freedom	taste freedom	met	4
w70	d259	experience freedom	taste freedom	met	5
w50	d259	experience freedom	taste freedom	met	1
w43	d259	experience freedom	taste freedom	met	4
w47	d259	experience freedom	taste freedom	met	1
w15	d259	experience freedom	taste freedom	met	4
w4	d259	experience freedom	taste freedom	met	3
w25	d259	experience freedom	taste freedom	met	3
w31	d259	experience freedom	taste freedom	met	3
w29	d259	experience freedom	taste freedom	met	2
w17	d259	experience freedom	taste freedom	met	3
w40	d260	moon appear	moon peep	lit	3
w42	d260	moon appear	moon peep	lit	4
w31	d260	moon appear	moon peep	lit	5
w29	d260	moon appear	moon peep	lit	1
w2	d260	moon appear	moon peep	lit	5
w43	d260	moon appear	moon peep	lit	2
w70	d260	moon appear	moon peep	lit	1
w17	d260	moon appear	moon peep	lit	3
w25	d260	moon appear	moon peep	lit	4
w33	d260	moon appear	moon peep	lit	6
w15	d260	moon appear	moon peep	lit	3
w51	d260	moon appear	moon peep	lit	1
w50	d260	moon appear	moon peep	lit	1
w28	d260	moon appear	moon peep	lit	5
w4	d260	moon appear	moon peep	lit	3
w4	d261	improve economy	boost economy	lit	3
w43	d261	improve economy	boost economy	lit	2
w40	d261	improve economy	boost economy	lit	3
w47	d261	improve economy	boost economy	lit	1
w24	d261	improve economy	boost economy	lit	4
w42	d261	improve economy	boost economy	lit	4
w72	d261	improve economy	boost economy	lit	2
w73	d261	improve economy	boost economy	lit	5
w2	d261	improve economy	boost economy	lit	4
w30	d261	improve economy	boost economy	lit	4
w74	d261	improve economy	boost economy	lit	2
w25	d261	improve economy	boost economy	lit	4
w29	d261	improve economy	boost economy	lit	1
w17	d261	improve economy	boost economy	lit	5
w15	d261	improve economy	boost economy	lit	4
w75	d262	example show	example illustrate	met	5
w74	d262	example show	example illustrate	met	4
w15	d262	example show	example illustrate	met	4
w17	d262	example show	example illustrate	met	6
w25	d262	example show	example illustrate	met	5
w2	d262	example show	example illustrate	met	6
w42	d262	example show	example illustrate	met	3
w30	d262	example show	example illustrate	met	1
w29	d262	example show	example illustrate	met	1
w72	d262	example show	example illustrate	met	1
w4	d262	example show	example illustrate	met	3
w73	d262	example show	example illustrate	met	1
w24	d262	example show	example illustrate	met	5
w40	d262	example show	example illustrate	met	4
w47	d262	example show	example illustrate	met	1
w42	d263	decrease appetite	dull appetite	met	2
w4	d263	decrease appetite	dull appetite	met	4
w2	d263	decrease appetite	dull appetite	met	5
w72	d263	decrease appetite	dull appetite	met	2
w73	d263	decrease appetite	dull appetite	met	1
w47	d263	decrease appetite	dull appetite	met	1
w29	d263	decrease appetite	dull appetite	met	2
w24	d263	decrease appetite	dull appetite	met	3
w25	d263	decrease appetite	dull appetite	met	6
w30	d263	decrease appetite	dull appetite	met	2
w40	d263	decrease appetite	dull appetite	met	3
w74	d263	decrease appetite	dull appetite	met	4
w15	d263	decrease appetite	dull appetite	met	3
w17	d263	decrease appetite	dull appetite	met	6
w43	d263	decrease appetite	dull appetite	met	4
w73	d264	saturate market	flood market	met	1
w15	d264	saturate market	flood market	met	3
w29	d264	saturate market	flood market	met	1
w42	d264	saturate market	flood market	met	3
w40	d264	saturate market	flood market	met	4
w17	d264	saturate market	flood market	met	3
w72	d264	saturate market	flood market	met	1
w4	d264	saturate market	flood market	met	4
w30	d264	saturate market	flood market	met	3
w25	d264	saturate market	flood market	met	4
w47	d264	saturate market	flood market	met	1
w75	d264	saturate market	flood market	met	2
w74	d264	saturate market	flood market	met	3
w2	d264	saturate market	flood market	met	5
w24	d264	saturate market	flood market	met	5
w43	d265	moon appear	moon peep	lit	4
w17	d265	moon appear	moon peep	lit	5
w72	d265	moon appear	moon peep	lit	3
w15	d265	moon appear	moon peep	lit	4
w4	d265	moon appear	moon peep	lit	4
w29	d265	moon appear	moon peep	lit	6
w25	d265	moon appear	moon peep	lit	1
w24	d265	moon appear	moon peep	lit	5
w47	d265	moon appear	moon peep	lit	1
w73	d265	moon appear	moon peep	lit	6
w30	d265	moon appear	moon peep	lit	3
w2	d265	moon appear	moon peep	lit	4
w40	d265	moon appear	moon peep	lit	3
w74	d265	moon appear	moon peep	lit	5
w42	d265	moon appear	moon peep	lit	3
w42	d266	affect judgement	colour judgement	lit	3
w2	d266	affect judgement	colour judgement	lit	5
w73	d266	affect judgement	colour judgement	lit	1
w74	d266	affect judgement	colour judgement	lit	1
w40	d266	affect judgement	colour judgement	lit	3
w30	d266	affect judgement	colour judgement	lit	3
w4	d266	affect judgement	colour judgement	lit	3
w29	d266	affect judgement	colour judgement	lit	1
w24	d266	affect judgement	colour judgement	lit	2
w72	d266	affect judgement	colour judgement	lit	1
w15	d266	affect judgement	colour judgement	lit	2
w25	d266	affect judgement	colour judgement	lit	4
w17	d266	affect judgement	colour judgement	lit	6
w43	d266	affect judgement	colour judgement	lit	2
w47	d266	affect judgement	colour judgement	lit	1
w72	d267	decrease appetite	dull appetite	lit	1
w74	d267	decrease appetite	dull appetite	lit	4
w17	d267	decrease appetite	dull appetite	lit	5
w43	d267	decrease appetite	dull appetite	lit	2
w2	d267	decrease appetite	dull appetite	lit	5
w30	d267	decrease appetite	dull appetite	lit	1
w40	d267	decrease appetite	dull appetite	lit	3
w24	d267	decrease appetite	dull appetite	lit	5
w47	d267	decrease appetite	dull appetite	lit	1
w15	d267	decrease appetite	dull appetite	lit	3
w25	d267	decrease appetite	dull appetite	lit	4
w4	d267	decrease appetite	dull appetite	lit	2
w42	d267	decrease appetite	dull appetite	lit	3
w73	d267	decrease appetite	dull appetite	lit	1
w29	d267	decrease appetite	dull appetite	lit	1
w25	d268	colour match	colour harmonise	met	4
w40	d268	colour match	colour harmonise	met	3
w15	d268	colour match	colour harmonise	met	2
w72	d268	colour match	colour harmonise	met	1
w4	d268	colour match	colour harmonise	met	3
w2	d268	colour match	colour harmonise	met	5
w73	d268	colour match	colour harmonise	met	6
w30	d268	colour match	colour harmonise	met	3
w47	d268	colour match	colour harmonise	met	1
w29	d268	colour match	colour harmonise	met	1
w42	d268	colour match	colour harmonise	met	4
w75	d268	colour match	colour harmonise	met	3
w74	d268	colour match	colour harmonise	met	4
w17	d268	colour match	colour harmonise	met	1
w24	d268	colour match	colour harmonise	met	3
w24	d269	cause excitement	stir excitement	lit	5
w2	d269	cause excitement	stir excitement	lit	4
w42	d269	cause excitement	stir excitement	lit	3
w30	d269	cause excitement	stir excitement	lit	4
w72	d269	cause excitement	stir excitement	lit	3
w75	d269	cause excitement	stir excitement	lit	1
w47	d269	cause excitement	stir excitement	lit	1
w17	d269	cause excitement	stir excitement	lit	6
w74	d269	cause excitement	stir excitement	lit	4
w25	d269	cause excitement	stir excitement	lit	6
w15	d269	cause excitement	stir excitement	lit	4
w29	d269	cause excitement	stir excitement	lit	1
w4	d269	cause excitement	stir excitement	lit	4
w40	d269	cause excitement	stir excitement	lit	4
w73	d269	cause excitement	stir excitement	lit	4
w40	d270	instill doubt	sow doubt	met	4
w72	d270	instill doubt	sow doubt	met	2
w25	d270	instill doubt	sow doubt	met	5
w4	d270	instill doubt	sow doubt	met	3
w47	d270	instill doubt	sow doubt	met	1
w30	d270	instill doubt	sow doubt	met	5
w15	d270	instill doubt	sow doubt	met	4
w42	d270	instill doubt	sow doubt	met	3
w73	d270	instill doubt	sow doubt	met	3
w75	d270	instill doubt	sow doubt	met	4
w17	d270	instill doubt	sow doubt	met	4
w29	d270	instill doubt	sow doubt	met	1
w24	d270	instill doubt	sow doubt	met	4
w74	d270	instill doubt	sow doubt	met	3
w2	d270	instill doubt	sow doubt	met	4
w29	d271	instill doubt	sow doubt	met	4
w17	d271	instill doubt	sow doubt	met	6
w72	d271	instill doubt	sow doubt	met	1
w25	d271	instill doubt	sow doubt	met	5
w74	d271	instill doubt	sow doubt	met	4
w30	d271	instill doubt	sow doubt	met	5
w24	d271	instill doubt	sow doubt	met	4
w42	d271	instill doubt	sow doubt	met	4
w2	d271	instill doubt	sow doubt	met	6
w47	d271	instill doubt	sow doubt	met	2
w43	d271	instill doubt	sow doubt	met	2
w40	d271	instill doubt	sow doubt	met	3
w4	d271	instill doubt	sow doubt	met	5
w15	d271	instill doubt	sow doubt	met	4
w73	d271	instill doubt	sow doubt	met	4
w17	d272	read book	devour book	met	5
w29	d272	read book	devour book	met	4
w40	d272	read book	devour book	met	3
w30	d272	read book	devour book	met	1
w74	d272	read book	devour book	met	3
w2	d272	read book	devour book	met	5
w4	d272	read book	devour book	met	4
w25	d272	read book	devour book	met	6
w47	d272	read book	devour book	met	2
w24	d272	read book	devour book	met	5
w73	d272	read book	devour book	met	2
w72	d272	read book	devour book	met	1
w43	d272	read book	devour book	met	4
w15	d272	read book	devour book	met	5
w42	d272	read book	devour book	met	4
w15	d273	corrupt mind	poison mind	met	4
w17	d273	corrupt mind	poison mind	met	3
w30	d273	corrupt mind	poison mind	met	3
w47	d273	corrupt mind	poison mind	met	1
w72	d273	corrupt mind	poison mind	met	3
w25	d273	corrupt mind	poison mind	met	5
w29	d273	corrupt mind	poison mind	met	6
w2	d273	corrupt mind	poison mind	met	4
w73	d273	corrupt mind	poison mind	met	4
w4	d273	corrupt mind	poison mind	met	1
w43	d273	corrupt mind	poison mind	met	2
w42	d273	corrupt mind	poison mind	met	3
w74	d273	corrupt mind	poison mind	met	2
w24	d273	corrupt mind	poison mind	met	5
w40	d273	corrupt mind	poison mind	met	4
w47	d274	solve problem	attack problem	lit	2
w25	d274	solve problem	attack problem	lit	2
w74	d274	solve problem	attack problem	lit	4
w2	d274	solve problem	attack problem	lit	6
w43	d274	solve problem	attack problem	lit	2
w29	d274	solve problem	attack problem	lit	1
w40	d274	solve problem	attack problem	lit	4
w72	d274	solve problem	attack problem	lit	2
w15	d274	solve problem	attack problem	lit	4
w30	d274	solve problem	attack problem	lit	3
w73	d274	solve problem	attack problem	lit	3
w24	d274	solve problem	attack problem	lit	5
w42	d274	solve problem	attack problem	lit	3
w4	d274	solve problem	attack problem	lit	2
w17	d274	solve problem	attack problem	lit	6
w74	d275	understand meaning	grasp meaning	lit	4
w24	d275	understand meaning	grasp meaning	lit	3
w29	d275	understand meaning	grasp meaning	lit	2
w2	d275	understand meaning	grasp meaning	lit	5
w40	d275	understand meaning	grasp meaning	lit	3
w42	d275	understand meaning	grasp meaning	lit	4
w47	d275	understand meaning	grasp meaning	lit	1
w30	d275	understand meaning	grasp meaning	lit	2
w17	d275	understand meaning	grasp meaning	lit	6
w43	d275	understand meaning	grasp meaning	lit	5
w36	d275	understand meaning	grasp meaning	lit	4
w15	d275	understand meaning	grasp meaning	lit	4
w25	d275	understand meaning	grasp meaning	lit	2
w72	d275	understand meaning	grasp meaning	lit	3
w4	d275	understand meaning	grasp meaning	lit	3
w17	d276	attract worker	suck worker	met	1
w73	d276	attract worker	suck worker	met	1
w30	d276	attract worker	suck worker	met	4
w29	d276	attract worker	suck worker	met	1
w74	d276	attract worker	suck worker	met	3
w25	d276	attract worker	suck worker	met	4
w24	d276	attract worker	suck worker	met	2
w4	d276	attract worker	suck worker	met	1
w15	d276	attract worker	suck worker	met	5
w43	d276	attract worker	suck worker	met	2
w47	d276	attract worker	suck worker	met	1
w42	d276	attract worker	suck worker	met	4
w40	d276	attract worker	suck worker	met	4
w2	d276	attract worker	suck worker	met	5
w72	d276	attract worker	suck worker	met	2
w30	d277	cause excitement	stir excitement	lit	3
w40	d277	cause excitement	stir excitement	lit	4
w47	d277	cause excitement	stir excitement	lit	1
w43	d277	cause excitement	stir excitement	lit	2
w29	d277	cause excitement	stir excitement	lit	3
w73	d277	cause excitement	stir excitement	lit	4
w24	d277	cause excitement	stir excitement	lit	5
w4	d277	cause excitement	stir excitement	lit	3
w72	d277	cause excitement	stir excitement	lit	2
w42	d277	cause excitement	stir excitement	lit	4
w17	d277	cause excitement	stir excitement	lit	3
w25	d277	cause excitement	stir excitement	lit	4
w2	d277	cause excitement	stir excitement	lit	5
w74	d277	cause excitement	stir excitement	lit	3
w15	d277	cause excitement	stir excitement	lit	4
w47	d278	determine result	shape result	met	1
w73	d278	determine result	shape result	met	1
w24	d278	determine result	shape result	met	4
w74	d278	determine result	shape result	met	4
w2	d278	determine result	shape result	met	5
w30	d278	determine result	shape result	met	5
w40	d278	determine result	shape result	met	3
w72	d278	determine result	shape result	met	1
w29	d278	determine result	shape result	met	1
w25	d278	determine result	shape result	met	3
w42	d278	determine result	shape result	met	3
w43	d278	determine result	shape result	met	2
w15	d278	determine result	shape result	met	4
w17	d278	determine result	shape result	met	4
w4	d278	determine result	shape result	met	1
w29	d279	sell drug	push drug	met	2
w42	d279	sell drug	push drug	met	3
w2	d279	sell drug	push drug	met	6
w4	d279	sell drug	push drug	met	2
w74	d279	sell drug	push drug	met	1
w72	d279	sell drug	push drug	met	1
w47	d279	sell drug	push drug	met	1
w24	d279	sell drug	push drug	met	3
w15	d279	sell drug	push drug	met	5
w43	d279	sell drug	push drug	met	2
w40	d279	sell drug	push drug	met	4
w73	d279	sell drug	push drug	met	3
w25	d279	sell drug	push drug	met	6
w30	d279	sell drug	push drug	met	4
w17	d279	sell drug	push drug	met	6
w15	d280	misinterpret word	twist word	lit	3
w25	d280	misinterpret word	twist word	lit	4
w40	d280	misinterpret word	twist word	lit	4
w47	d280	misinterpret word	twist word	lit	1
w29	d280	misinterpret word	twist word	lit	1
w74	d280	misinterpret word	twist word	lit	4
w2	d280	misinterpret word	twist word	lit	5
w4	d280	misinterpret word	twist word	lit	1
w30	d280	misinterpret word	twist word	lit	2
w72	d280	misinterpret word	twist word	lit	1
w42	d280	misinterpret word	twist word	lit	3
w43	d280	misinterpret word	twist word	lit	2
w17	d280	misinterpret word	twist word	lit	5
w73	d280	misinterpret word	twist word	lit	1
w24	d280	misinterpret word	twist word	lit	2
w74	d281	cause excitement	stir excitement	lit	3
w24	d281	cause excitement	stir excitement	lit	4
w47	d281	cause excitement	stir excitement	lit	1
w29	d281	cause excitement	stir excitement	lit	5
w76	d281	cause excitement	stir excitement	lit	5
w36	d281	cause excitement	stir excitement	lit	2
w40	d281	cause excitement	stir excitement	lit	4
w30	d281	cause excitement	stir excitement	lit	3
w2	d281	cause excitement	stir excitement	lit	5
w15	d281	cause excitement	stir excitement	lit	4
w4	d281	cause excitement	stir excitement	lit	1
w17	d281	cause excitement	stir excitement	lit	5
w25	d281	cause excitement	stir excitement	lit	3
w42	d281	cause excitement	stir excitement	lit	3
w72	d281	cause excitement	stir excitement	lit	1
w15	d282	pose question	frame question	met	4
w25	d282	pose question	frame question	met	3
w30	d282	pose question	frame question	met	3
w36	d282	pose question	frame question	met	5
w47	d282	pose question	frame question	met	3
w2	d282	pose question	frame question	met	2
w76	d282	pose question	frame question	met	2
w74	d282	pose question	frame question	met	4
w40	d282	pose question	frame question	met	4
w4	d282	pose question	frame question	met	3
w24	d282	pose question	frame question	met	5
w17	d282	pose question	frame question	met	5
w42	d282	pose question	frame question	met	4
w72	d282	pose question	frame question	met	2
w29	d282	pose question	frame question	met	3
w2	d283	view represent	view reflect	lit	6
w36	d283	view represent	view reflect	lit	2
w30	d283	view represent	view reflect	lit	3
w74	d283	view represent	view reflect	lit	3
w17	d283	view represent	view reflect	lit	4
w4	d283	view represent	view reflect	lit	2
w40	d283	view represent	view reflect	lit	3
w24	d283	view represent	view reflect	lit	5
w29	d283	view represent	view reflect	lit	3
w76	d283	view represent	view reflect	lit	2
w47	d283	view represent	view reflect	lit	1
w72	d283	view represent	view reflect	lit	1
w42	d283	view represent	view reflect	lit	3
w25	d283	view represent	view reflect	lit	3
w15	d283	view represent	view reflect	lit	3
w15	d284	factor affect	factor shape	met	2
w24	d284	factor affect	factor shape	met	6
w2	d284	factor affect	factor shape	met	4
w25	d284	factor affect	factor shape	met	2
w47	d284	factor affect	factor shape	met	4
w17	d284	factor affect	factor shape	met	3
w74	d284	factor affect	factor shape	met	3
w42	d284	factor affect	factor shape	met	3
w30	d284	factor affect	factor shape	met	3
w72	d284	factor affect	factor shape	met	1
w36	d284	factor affect	factor shape	met	5
w4	d284	factor affect	factor shape	met	6
w76	d284	factor affect	factor shape	met	2
w29	d284	factor affect	factor shape	met	1
w40	d284	factor affect	factor shape	met	3
w40	d285	corrupt mind	poison mind	lit	4
w24	d285	corrupt mind	poison mind	lit	2
w4	d285	corrupt mind	poison mind	lit	1
w42	d285	corrupt mind	poison mind	lit	3
w15	d285	corrupt mind	poison mind	lit	3
w29	d285	corrupt mind	poison mind	lit	1
w47	d285	corrupt mind	poison mind	lit	1
w30	d285	corrupt mind	poison mind	lit	4
w25	d285	corrupt mind	poison mind	lit	2
w36	d285	corrupt mind	poison mind	lit	2
w76	d285	corrupt mind	poison mind	lit	1
w74	d285	corrupt mind	poison mind	lit	2
w17	d285	corrupt mind	poison mind	lit	4
w72	d285	corrupt mind	poison mind	lit	1
w2	d285	corrupt mind	poison mind	lit	5
w47	d286	instill life	breathe life	met	3
w76	d286	instill life	breathe life	met	6
w25	d286	instill life	breathe life	met	5
w30	d286	instill life	breathe life	met	3
w2	d286	instill life	breathe life	met	4
w74	d286	instill life	breathe life	met	6
w15	d286	instill life	breathe life	met	4
w4	d286	instill life	breathe life	met	3
w40	d286	instill life	breathe life	met	2
w43	d286	instill life	breathe life	met	4
w42	d286	instill life	breathe life	met	4
w17	d286	instill life	breathe life	met	4
w72	d286	instill life	breathe life	met	5
w29	d286	instill life	breathe life	met	4
w24	d286	instill life	breathe life	met	4
w72	d287	tension increase	tension mount	met	2
w47	d287	tension increase	tension mount	met	1
w4	d287	tension increase	tension mount	met	3
w74	d287	tension increase	tension mount	met	2
w76	d287	tension increase	tension mount	met	2
